2020-08-28 at 00:01:42 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_qq_raw', 'end_time': '1598544124', 'spider_name': 'caijing_qq_hongguan', 'start_time': '1598544122'}  消息处理总量:3条
2020-08-28 at 09:45:39 | SUCCESS | 消息内容:{'start_time': '1598579124', 'collection_name': 'sy_news_finance_yuncaijing_raw', 'end_time': '1598579126', 'spider_name': 'caijing_yuncaijing_neican'}  消息处理总量:3条
2020-08-28 at 09:45:45 | SUCCESS | 消息内容:{'start_time': '1598579183', 'end_time': '1598579183', 'collection_name': 'sy_news_hangye_smm_raw', 'spider_name': 'hangye_smm_news'}  消息处理总量:1条
2020-08-28 at 09:45:53 | SUCCESS | 消息内容:{'start_time': '1598579162', 'collection_name': 'sy_news_finance_cnfol_raw', 'end_time': '1598579162', 'spider_name': 'caijing_cnfol_gegu'}  消息处理总量:1条
2020-08-28 at 09:46:56 | SUCCESS | 消息内容:{'end_time': '1598579225', 'collection_name': 'sy_news_finance_cnstock_raw', 'spider_name': 'caijing_cnstock_ssgs_all', 'start_time': '1598579222'}  消息处理总量:5条
2020-08-28 at 09:47:53 | SUCCESS | 消息内容:{'start_time': '1598579234', 'end_time': '1598579258', 'collection_name': 'sy_news_finance_eastday_raw', 'spider_name': 'caijing_eastday_caijing'}  消息处理总量:5条
2020-08-28 at 09:48:11 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_ledinside_raw', 'end_time': '1598579322', 'spider_name': 'hangye_ledinside_news', 'start_time': '1598579322'}  消息处理总量:1条
2020-08-28 at 09:48:52 | SUCCESS | 消息内容:{'start_time': '1598579333', 'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1598579338', 'spider_name': 'caijing_hexun_gsyw'}  消息处理总量:2条
2020-08-28 at 09:50:21 | SUCCESS | 消息内容:{'start_time': '1598579377', 'end_time': '1598579377', 'collection_name': 'sy_news_finance_caixin_raw', 'spider_name': 'caijing_caixin_companies'}  消息处理总量:1条
2020-08-28 at 09:53:10 | SUCCESS | 消息内容:{'start_time': '1598579379', 'end_time': '1598579380', 'collection_name': 'sy_news_finance_guandian_raw', 'spider_name': 'caijing_guandian_news_all'}  消息处理总量:3条
2020-08-28 at 09:53:20 | SUCCESS | 消息内容:{'start_time': '1598579482', 'end_time': '1598579483', 'collection_name': 'sy_news_finance_cnstock_raw', 'spider_name': 'caijing_cnstock_cyjj'}  消息处理总量:2条
2020-08-28 at 09:53:22 | SUCCESS | 消息内容:{'end_time': '1598579494', 'collection_name': 'sy_news_finance_iyiou_raw', 'spider_name': 'caijing_iyiou_kuaixun', 'start_time': '1598579494'}  消息处理总量:1条
2020-08-28 at 09:53:27 | SUCCESS | 消息内容:{'start_time': '1598579535', 'collection_name': 'sy_news_finance_cs_raw', 'end_time': '1598579535', 'spider_name': 'caijing_cs_jigou'}  消息处理总量:1条
2020-08-28 at 09:54:05 | SUCCESS | 消息内容:{'start_time': '1598579683', 'collection_name': 'sy_news_hangye_mining120_raw', 'end_time': '1598579683', 'spider_name': 'hangye_mining120_guoji'}  消息处理总量:1条
2020-08-28 at 09:54:18 | SUCCESS | 消息内容:{'start_time': '1598579659', 'collection_name': 'sy_news_finance_cqnews_raw', 'end_time': '1598579659', 'spider_name': 'caijing_cqnews_finance_all'}  消息处理总量:1条
2020-08-28 at 09:54:51 | SUCCESS | 消息内容:{'start_time': '1598579735', 'collection_name': 'sy_news_hangye_automarket_raw', 'end_time': '1598579735', 'spider_name': 'hangye_automarket_news'}  消息处理总量:1条
2020-08-28 at 09:55:01 | SUCCESS | 消息内容:{'start_time': '1598579715', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598579716', 'spider_name': 'caijing_eastmoney_hk_all'}  消息处理总量:3条
2020-08-28 at 09:55:10 | SUCCESS | 消息内容:{'start_time': '1598579722', 'collection_name': 'sy_news_hangye_petroren_raw', 'end_time': '1598579722', 'spider_name': 'hangye_petroren_hydt'}  消息处理总量:1条
2020-08-28 at 09:55:59 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastday_raw', 'end_time': '1598579734', 'spider_name': 'caijing_eastday_caijing', 'start_time': '1598579726'}  消息处理总量:7条
2020-08-28 at 09:56:31 | SUCCESS | 消息内容:{'end_time': '1598579805', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_zq', 'start_time': '1598579805'}  消息处理总量:1条
2020-08-28 at 09:56:58 | SUCCESS | 消息内容:{'end_time': '1598579816', 'collection_name': 'sy_news_finance_leju_raw', 'spider_name': 'caijing_leju_lejucaijing_all', 'start_time': '1598579754'}  消息处理总量:2条
2020-08-28 at 09:57:23 | SUCCESS | 消息内容:{'start_time': '1598579866', 'collection_name': 'sy_news_finance_jingjinews_raw', 'end_time': '1598579866', 'spider_name': 'caijing_jingjinews_gongsi'}  消息处理总量:2条
2020-08-28 at 09:58:06 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598579905', 'spider_name': 'caijing_eastmoney_ganggu', 'start_time': '1598579905'}  消息处理总量:1条
2020-08-28 at 09:58:51 | SUCCESS | 消息内容:{'start_time': '1598579955', 'collection_name': 'sy_news_finance_stockstar_raw', 'end_time': '1598579956', 'spider_name': 'caijing_stockstar_gs'}  消息处理总量:2条
2020-08-28 at 10:00:01 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_china_raw', 'end_time': '1598580022', 'spider_name': 'caijing_china_zq', 'start_time': '1598580022'}  消息处理总量:1条
2020-08-28 at 10:01:16 | SUCCESS | 消息内容:{'end_time': '1598580093', 'collection_name': 'sy_news_finance_cnstock_raw', 'spider_name': 'caijing_cnstock_cyjj', 'start_time': '1598580093'}  消息处理总量:2条
2020-08-28 at 10:01:30 | SUCCESS | 消息内容:{'start_time': '1598580104', 'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1598580106', 'spider_name': 'caijing_jrj_gncj'}  消息处理总量:4条
2020-08-28 at 10:01:53 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_china_raw', 'end_time': '1598580133', 'spider_name': 'caijing_china_bank', 'start_time': '1598580133'}  消息处理总量:1条
2020-08-28 at 10:02:47 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1598580188', 'spider_name': 'caijing_jrj_ss', 'start_time': '1598580185'}  消息处理总量:0条
2020-08-28 at 10:03:07 | SUCCESS | 消息内容:{'start_time': '1598580207', 'end_time': '1598580207', 'collection_name': 'sy_news_finance_bjnews_raw', 'spider_name': 'caijing_bjnews_finance'}  消息处理总量:2条
2020-08-28 at 10:03:51 | SUCCESS | 消息内容:{'start_time': '1598580214', 'end_time': '1598580240', 'collection_name': 'sy_news_finance_eastday_raw', 'spider_name': 'caijing_eastday_caijing'}  消息处理总量:5条
2020-08-28 at 10:04:22 | SUCCESS | 消息内容:{'start_time': '1598580269', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598580272', 'spider_name': 'caijing_eastmoney_ccjxw'}  消息处理总量:3条
2020-08-28 at 10:05:01 | SUCCESS | 消息内容:{'start_time': '1598580285', 'collection_name': 'sy_news_finance_10jqka_raw', 'end_time': '1598580285', 'spider_name': 'caijing_10jqka_cjyw'}  消息处理总量:1条
2020-08-28 at 10:05:16 | SUCCESS | 消息内容:{'start_time': '1598580303', 'collection_name': 'sy_news_finance_csi_raw', 'end_time': '1598580304', 'spider_name': 'caijing_csi_yeneizixun_all'}  消息处理总量:2条
2020-08-28 at 10:05:28 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1598580347', 'spider_name': 'caijing_sina_ssgs', 'start_time': '1598580345'}  消息处理总量:3条
2020-08-28 at 10:06:02 | SUCCESS | 消息内容:{'start_time': '1598580331', 'end_time': '1598580342', 'collection_name': 'sy_news_finance_leju_raw', 'spider_name': 'caijing_leju_lejucaijing_all'}  消息处理总量:2条
2020-08-28 at 10:06:08 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_36kr_raw', 'end_time': '1598580354', 'spider_name': 'caijing_36kr_zixun', 'start_time': '1598580354'}  消息处理总量:1条
2020-08-28 at 10:06:22 | SUCCESS | 消息内容:{'start_time': '1598580404', 'end_time': '1598580404', 'collection_name': 'sy_news_finance_guancha_raw', 'spider_name': 'caijing_guancha_shangshi'}  消息处理总量:1条
2020-08-28 at 10:07:41 | SUCCESS | 消息内容:{'start_time': '1598580472', 'end_time': '1598580474', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_chanjing'}  消息处理总量:5条
2020-08-28 at 10:07:55 | SUCCESS | 消息内容:{'start_time': '1598580493', 'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1598580495', 'spider_name': 'caijing_hexun_hongguan'}  消息处理总量:3条
2020-08-28 at 10:08:25 | SUCCESS | 消息内容:{'start_time': '1598580514', 'end_time': '1598580518', 'collection_name': 'sy_news_finance_people_raw', 'spider_name': 'caijing_people_cjcy'}  消息处理总量:7条
2020-08-28 at 10:08:32 | SUCCESS | 消息内容:{'start_time': '1598580536', 'collection_name': 'sy_news_hangye_hqew_raw', 'end_time': '1598580541', 'spider_name': 'hangye_hqew_news'}  消息处理总量:2条
2020-08-28 at 10:08:41 | SUCCESS | 消息内容:{'start_time': '1598580562', 'collection_name': 'sy_news_hangye_cnrmc_raw', 'end_time': '1598580565', 'spider_name': 'hangye_cnrmc_news'}  消息处理总量:3条
2020-08-28 at 10:09:25 | SUCCESS | 消息内容:{'start_time': '1598580589', 'collection_name': 'sy_news_finance_gucheng_raw', 'end_time': '1598580589', 'spider_name': 'caijing_gucheng_gundong'}  消息处理总量:1条
2020-08-28 at 10:10:15 | SUCCESS | 消息内容:{'start_time': '1598580545', 'end_time': '1598580587', 'collection_name': 'sy_news_finance_mysteel_raw', 'spider_name': 'caijing_mysteel_zonghe_all'}  消息处理总量:7条
2020-08-28 at 10:10:22 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnfol_raw', 'end_time': '1598580643', 'spider_name': 'caijing_cnfol_gncj', 'start_time': '1598580643'}  消息处理总量:1条
2020-08-28 at 10:11:40 | SUCCESS | 消息内容:{'start_time': '1598580725', 'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1598580726', 'spider_name': 'caijing_jrj_xsb'}  消息处理总量:0条
2020-08-28 at 10:11:52 | SUCCESS | 消息内容:{'collection_name': 'sy_news_moe_raw', 'end_time': '1598580735', 'spider_name': 'news_moe_tz', 'start_time': '1598580732'}  消息处理总量:5条
2020-08-28 at 10:12:27 | SUCCESS | 消息内容:{'end_time': '1598580765', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ccjxw', 'start_time': '1598580759'}  消息处理总量:3条
2020-08-28 at 10:13:00 | SUCCESS | 消息内容:{'start_time': '1598580764', 'collection_name': 'sy_news_finance_southcn_raw', 'end_time': '1598580765', 'spider_name': 'caijing_southcn_cjtt'}  消息处理总量:4条
2020-08-28 at 10:13:25 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eccn_raw', 'end_time': '1598580824', 'spider_name': 'caijing_eccn_zxzx', 'start_time': '1598580824'}  消息处理总量:1条
2020-08-28 at 10:13:36 | SUCCESS | 消息内容:{'start_time': '1598580803', 'end_time': '1598580804', 'collection_name': 'sy_news_finance_cs_raw', 'spider_name': 'caijing_cs_cjyw'}  消息处理总量:2条
2020-08-28 at 10:15:02 | SUCCESS | 消息内容:{'start_time': '1598580912', 'collection_name': 'sy_news_finance_huxiu_raw', 'end_time': '1598580912', 'spider_name': 'caijing_huxiu_zixun'}  消息处理总量:1条
2020-08-28 at 10:16:02 | SUCCESS | 消息内容:{'end_time': '1598580966', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_chanjing', 'start_time': '1598580963'}  消息处理总量:6条
2020-08-28 at 10:16:10 | SUCCESS | 消息内容:{'start_time': '1598581013', 'collection_name': 'sy_news_hangye_smm_raw', 'end_time': '1598581015', 'spider_name': 'hangye_smm_news'}  消息处理总量:2条
2020-08-28 at 10:16:59 | SUCCESS | 消息内容:{'start_time': '1598581015', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598581015', 'spider_name': 'caijing_eastmoney_stock_all'}  消息处理总量:1条
2020-08-28 at 10:17:17 | SUCCESS | 消息内容:{'start_time': '1598581034', 'collection_name': 'sy_news_finance_powerpigs_raw', 'end_time': '1598581034', 'spider_name': 'caijing_powerpigs_zixun'}  消息处理总量:1条
2020-08-28 at 10:17:41 | SUCCESS | 消息内容:{'start_time': '1598581085', 'collection_name': 'sy_news_finance_nbd_raw', 'end_time': '1598581085', 'spider_name': 'caijing_nbd_fangchan_all'}  消息处理总量:1条
2020-08-28 at 10:19:17 | SUCCESS | 消息内容:{'start_time': '1598581175', 'collection_name': 'sy_news_finance_stockstar_raw', 'end_time': '1598581175', 'spider_name': 'caijing_stockstar_gs'}  消息处理总量:2条
2020-08-28 at 10:19:47 | SUCCESS | 消息内容:{'start_time': '1598581183', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598581189', 'spider_name': 'caijing_eastmoney_gsxw'}  消息处理总量:5条
2020-08-28 at 10:20:40 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598581252', 'spider_name': 'caijing_eastmoney_ccjxw', 'start_time': '1598581248'}  消息处理总量:7条
2020-08-28 at 10:21:29 | SUCCESS | 消息内容:{'start_time': '1598581295', 'end_time': '1598581296', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw'}  消息处理总量:3条
2020-08-28 at 10:21:47 | SUCCESS | 消息内容:{'start_time': '1598581295', 'collection_name': 'sy_news_finance_cs_raw', 'end_time': '1598581298', 'spider_name': 'caijing_cs_cjyw'}  消息处理总量:2条
2020-08-28 at 10:22:23 | SUCCESS | 消息内容:{'end_time': '1598581169', 'collection_name': 'sy_news_finance_cqnews_raw', 'spider_name': 'caijing_cqnews_finance_all', 'start_time': '1598581127'}  消息处理总量:2条
2020-08-28 at 10:23:07 | SUCCESS | 消息内容:{'start_time': '1598581405', 'collection_name': 'sy_news_finance_eccn_raw', 'end_time': '1598581405', 'spider_name': 'caijing_eccn_zxzx'}  消息处理总量:1条
2020-08-28 at 10:23:56 | SUCCESS | 消息内容:{'start_time': '1598581453', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1598581454', 'spider_name': 'caijing_sina_chanjing'}  消息处理总量:3条
2020-08-28 at 10:24:13 | SUCCESS | 消息内容:{'start_time': '1598581473', 'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1598581473', 'spider_name': 'caijing_hexun_hongguan'}  消息处理总量:1条
2020-08-28 at 10:24:58 | SUCCESS | 消息内容:{'start_time': '1598581483', 'collection_name': 'sy_news_finance_chinatimes_raw', 'end_time': '1598581493', 'spider_name': 'caijing_chinatimes_all'}  消息处理总量:3条
2020-08-28 at 10:25:55 | SUCCESS | 消息内容:{'start_time': '1598581546', 'collection_name': 'sy_news_finance_qianlong_raw', 'end_time': '1598581550', 'spider_name': 'caijing_qianlong_jingji'}  消息处理总量:6条
2020-08-28 at 10:26:19 | SUCCESS | 消息内容:{'start_time': '1598581623', 'collection_name': 'sy_news_hangye_smm_raw', 'end_time': '1598581623', 'spider_name': 'hangye_smm_news'}  消息处理总量:0条
2020-08-28 at 10:27:21 | SUCCESS | 消息内容:{'start_time': '1598581656', 'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1598581663', 'spider_name': 'caijing_jrj_ss'}  消息处理总量:0条
2020-08-28 at 10:28:06 | SUCCESS | 消息内容:{'end_time': '1598581683', 'collection_name': 'sy_news_hangye_petroren_raw', 'spider_name': 'hangye_petroren_hydt', 'start_time': '1598581683'}  消息处理总量:1条
2020-08-28 at 10:29:50 | SUCCESS | 消息内容:{'start_time': '1598581795', 'collection_name': 'sy_news_hangye_mining120_raw', 'end_time': '1598581806', 'spider_name': 'hangye_mining120_guonei'}  消息处理总量:19条
2020-08-28 at 10:30:45 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_abi_raw', 'end_time': '1598581864', 'spider_name': 'caijing_abi_zixun', 'start_time': '1598581864'}  消息处理总量:1条
2020-08-28 at 10:31:22 | SUCCESS | 消息内容:{'start_time': '1598581884', 'end_time': '1598581888', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_chanjing'}  消息处理总量:6条
2020-08-28 at 10:31:38 | SUCCESS | 消息内容:{'end_time': '1598581918', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_hk_all', 'start_time': '1598581914'}  消息处理总量:2条
2020-08-28 at 10:32:14 | SUCCESS | 消息内容:{'start_time': '1598581943', 'end_time': '1598581943', 'collection_name': 'sy_news_finance_iyiou_raw', 'spider_name': 'caijing_iyiou_kuaixun'}  消息处理总量:1条
2020-08-28 at 10:33:22 | SUCCESS | 消息内容:{'start_time': '1598582012', 'collection_name': 'sy_news_finance_eccn_raw', 'end_time': '1598582012', 'spider_name': 'caijing_eccn_zxzx'}  消息处理总量:1条
2020-08-28 at 10:34:28 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_cbcie_raw', 'end_time': '1598582070', 'spider_name': 'hangye_cbcie_news', 'start_time': '1598582056'}  消息处理总量:20条
2020-08-28 at 10:35:17 | SUCCESS | 消息内容:{'start_time': '1598582116', 'end_time': '1598582126', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_stock_all'}  消息处理总量:2条
2020-08-28 at 10:35:47 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598582064', 'spider_name': 'caijing_eastmoney_jigou_all', 'start_time': '1598582044'}  消息处理总量:5条
2020-08-28 at 10:36:11 | SUCCESS | 消息内容:{'end_time': '1598582193', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_caijing', 'start_time': '1598582176'}  消息处理总量:2条
2020-08-28 at 10:36:34 | SUCCESS | 消息内容:{'start_time': '1598582191', 'collection_name': 'sy_news_finance_pedaily_raw', 'end_time': '1598582193', 'spider_name': 'caijing_pedaily_gundong'}  消息处理总量:3条
2020-08-28 at 10:37:20 | SUCCESS | 消息内容:{'start_time': '1598582203', 'end_time': '1598582229', 'collection_name': 'sy_news_finance_eastday_raw', 'spider_name': 'caijing_eastday_caijing'}  消息处理总量:16条
2020-08-28 at 10:37:47 | SUCCESS | 消息内容:{'end_time': '1598582283', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw', 'start_time': '1598582274'}  消息处理总量:5条
2020-08-28 at 10:39:25 | SUCCESS | 消息内容:{'start_time': '1598582375', 'end_time': '1598582379', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_chanjing'}  消息处理总量:7条
2020-08-28 at 10:39:33 | SUCCESS | 消息内容:{'start_time': '1598582337', 'end_time': '1598582337', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_zsscdt'}  消息处理总量:2条
2020-08-28 at 10:40:04 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_chinaventure_raw', 'end_time': '1598582391', 'spider_name': 'caijing_chinaventure_zbsc', 'start_time': '1598582386'}  消息处理总量:2条
2020-08-28 at 10:40:12 | SUCCESS | 消息内容:{'start_time': '1598582433', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1598582434', 'spider_name': 'caijing_sina_chanjing'}  消息处理总量:2条
2020-08-28 at 10:40:34 | SUCCESS | 消息内容:{'start_time': '1598582452', 'collection_name': 'sy_news_finance_cnfol_raw', 'end_time': '1598582453', 'spider_name': 'caijing_cnfol_gncj'}  消息处理总量:3条
2020-08-28 at 10:41:03 | SUCCESS | 消息内容:{'start_time': '1598582327', 'collection_name': 'sy_news_finance_591hx_raw', 'end_time': '1598582327', 'spider_name': 'caijing_591hx_stock_all'}  消息处理总量:1条
2020-08-28 at 10:42:30 | SUCCESS | 消息内容:{'start_time': '1598582525', 'end_time': '1598582565', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_xinsanban_all'}  消息处理总量:6条
2020-08-28 at 10:42:56 | SUCCESS | 消息内容:{'end_time': '1598582581', 'collection_name': 'sy_news_finance_zhicheng_raw', 'spider_name': 'caijing_zhicheng_caijing', 'start_time': '1598582573'}  消息处理总量:4条
2020-08-28 at 10:43:27 | SUCCESS | 消息内容:{'start_time': '1598582618', 'collection_name': 'sy_news_finance_eccn_raw', 'end_time': '1598582618', 'spider_name': 'caijing_eccn_zxzx'}  消息处理总量:1条
2020-08-28 at 10:43:56 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598582651', 'spider_name': 'caijing_eastmoney_whdd', 'start_time': '1598582651'}  消息处理总量:1条
2020-08-28 at 10:44:50 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastday_raw', 'end_time': '1598582691', 'spider_name': 'caijing_eastday_caijing', 'start_time': '1598582666'}  消息处理总量:4条
2020-08-28 at 10:45:01 | SUCCESS | 消息内容:{'end_time': '1598582722', 'collection_name': 'sy_news_finance_guandian_raw', 'spider_name': 'caijing_guandian_news_all', 'start_time': '1598582674'}  消息处理总量:3条
2020-08-28 at 10:45:27 | SUCCESS | 消息内容:{'end_time': '1598582740', 'collection_name': 'sy_news_finance_huxiu_raw', 'spider_name': 'caijing_huxiu_zixun', 'start_time': '1598582733'}  消息处理总量:2条
2020-08-28 at 10:46:11 | SUCCESS | 消息内容:{'start_time': '1598582795', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1598582795', 'spider_name': 'caijing_sina_ssgs'}  消息处理总量:1条
2020-08-28 at 10:46:47 | SUCCESS | 消息内容:{'start_time': '1598582804', 'collection_name': 'sy_news_finance_36kr_raw', 'end_time': '1598582806', 'spider_name': 'caijing_36kr_zixun'}  消息处理总量:2条
2020-08-28 at 10:47:17 | SUCCESS | 消息内容:{'start_time': '1598582813', 'collection_name': 'sy_news_finance_smm_raw', 'end_time': '1598582814', 'spider_name': 'caijing_smm_yaowen'}  消息处理总量:2条
2020-08-28 at 10:48:24 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1598582924', 'spider_name': 'caijing_sina_chanjing', 'start_time': '1598582923'}  消息处理总量:2条
2020-08-28 at 10:48:43 | SUCCESS | 消息内容:{'start_time': '1598582943', 'end_time': '1598582944', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_hongguan'}  消息处理总量:2条
2020-08-28 at 10:49:54 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_stockstar_raw', 'end_time': '1598583011', 'spider_name': 'caijing_stockstar_gs', 'start_time': '1598583005'}  消息处理总量:10条
2020-08-28 at 10:50:22 | SUCCESS | 消息内容:{'start_time': '1598583045', 'end_time': '1598583045', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_gncj'}  消息处理总量:1条
2020-08-28 at 10:51:56 | SUCCESS | 消息内容:{'start_time': '1598583123', 'collection_name': 'sy_news_finance_southmoney_raw', 'end_time': '1598583124', 'spider_name': 'caijing_southmoney_caijingyaowen'}  消息处理总量:2条
2020-08-28 at 10:52:30 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1598583175', 'spider_name': 'caijing_jrj_xsb', 'start_time': '1598583175'}  消息处理总量:0条
2020-08-28 at 10:52:56 | SUCCESS | 消息内容:{'end_time': '1598583156', 'collection_name': 'sy_news_finance_eastday_raw', 'spider_name': 'caijing_eastday_caijing', 'start_time': '1598583153'}  消息处理总量:2条
2020-08-28 at 10:55:42 | SUCCESS | 消息内容:{'start_time': '1598582270', 'end_time': '1598582974', 'collection_name': 'sy_news_finance_wx_raw', 'spider_name': 'caijing_wx_gongzhonghao_all'}  消息处理总量:38条
2020-08-28 at 10:56:45 | SUCCESS | 消息内容:{'start_time': '1598583413', 'end_time': '1598583414', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_chanjing'}  消息处理总量:3条
2020-08-28 at 10:57:07 | SUCCESS | 消息内容:{'start_time': '1598583434', 'collection_name': 'sy_news_finance_cnfol_raw', 'end_time': '1598583438', 'spider_name': 'caijing_cnfol_gegu'}  消息处理总量:8条
2020-08-28 at 10:59:13 | SUCCESS | 消息内容:{'end_time': '1598583566', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_hk_all', 'start_time': '1598583566'}  消息处理总量:1条
2020-08-28 at 11:00:00 | SUCCESS | 消息内容:{'start_time': '1598583623', 'end_time': '1598583623', 'collection_name': 'sy_news_finance_cnstock_raw', 'spider_name': 'caijing_cnstock_ssgs_all'}  消息处理总量:1条
2020-08-28 at 11:00:18 | SUCCESS | 消息内容:{'start_time': '1598583550', 'collection_name': 'sy_news_finance_winshang_raw', 'end_time': '1598583574', 'spider_name': 'caijing_winshang_yaowen_all'}  消息处理总量:2条
2020-08-28 at 11:00:31 | SUCCESS | 消息内容:{'start_time': '1598583656', 'collection_name': 'sy_news_finance_thepaper_raw', 'end_time': '1598583656', 'spider_name': 'caijing_thepaper_cjgs'}  消息处理总量:1条
2020-08-28 at 11:01:03 | SUCCESS | 消息内容:{'start_time': '1598583629', 'collection_name': 'sy_news_finance_leju_raw', 'end_time': '1598583646', 'spider_name': 'caijing_leju_lejucaijing_all'}  消息处理总量:2条
2020-08-28 at 11:01:32 | SUCCESS | 消息内容:{'start_time': '1598583696', 'end_time': '1598583703', 'collection_name': 'sy_news_finance_abi_raw', 'spider_name': 'caijing_abi_zixun'}  消息处理总量:5条
2020-08-28 at 11:02:03 | SUCCESS | 消息内容:{'start_time': '1598583762', 'collection_name': 'sy_news_hangye_chinaautonews_raw', 'end_time': '1598583762', 'spider_name': 'hangye_chinaautonews_news'}  消息处理总量:2条
2020-08-28 at 11:02:06 | SUCCESS | 消息内容:{'start_time': '1598583726', 'collection_name': 'sy_news_finance_dcement_raw', 'end_time': '1598583726', 'spider_name': 'caijing_dcement_zixun'}  消息处理总量:1条
2020-08-28 at 11:03:15 | SUCCESS | 消息内容:{'start_time': '1598583783', 'collection_name': 'sy_news_finance_36kr_raw', 'end_time': '1598583784', 'spider_name': 'caijing_36kr_zixun'}  消息处理总量:2条
2020-08-28 at 11:03:22 | SUCCESS | 消息内容:{'end_time': '1598583826', 'collection_name': 'sy_news_finance_bjnews_raw', 'spider_name': 'caijing_bjnews_finance', 'start_time': '1598583826'}  消息处理总量:1条
2020-08-28 at 11:03:57 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_lieyunwang_raw', 'end_time': '1598583835', 'spider_name': 'caijing_lieyunwang_zixun', 'start_time': '1598583835'}  消息处理总量:1条
2020-08-28 at 11:04:24 | SUCCESS | 消息内容:{'start_time': '1598583876', 'collection_name': 'sy_news_finance_askci_raw', 'end_time': '1598583878', 'spider_name': 'caijing_askci_gcy'}  消息处理总量:3条
2020-08-28 at 11:04:58 | SUCCESS | 消息内容:{'start_time': '1598583911', 'collection_name': 'sy_news_finance_iyiou_raw', 'end_time': '1598583913', 'spider_name': 'caijing_iyiou_kuaixun'}  消息处理总量:3条
2020-08-28 at 11:05:23 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_bjx_raw', 'end_time': '1598583943', 'spider_name': 'caijing_bjx_yaowen', 'start_time': '1598583943'}  消息处理总量:1条
