2020-09-02 at 00:00:43 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_yuncaijing_raw', 'spider_name': 'caijing_yuncaijing_neican', 'end_time': '1598976026', 'start_time': '1598976024'}  消息处理总量:3条
2020-09-02 at 07:32:24 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_huxiu_raw', 'spider_name': 'caijing_huxiu_zixun', 'end_time': '1599003158', 'start_time': '1599003154'}  消息处理总量:2条
2020-09-02 at 07:33:40 | SUCCESS | 消息内容:{'spider_name': 'caijing_people_hg', 'collection_name': 'sy_news_finance_people_raw', 'end_time': '1599003245', 'start_time': '1599003244'}  消息处理总量:2条
2020-09-02 at 07:35:28 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_chanjing', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1599003348', 'start_time': '1599003345'}  消息处理总量:3条
2020-09-02 at 07:37:00 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnstock_raw', 'spider_name': 'caijing_cnstock_cyjj', 'end_time': '1599003432', 'start_time': '1599003432'}  消息处理总量:2条
2020-09-02 at 07:37:32 | SUCCESS | 消息内容:{'spider_name': 'caijing_cnstock_news_all', 'collection_name': 'sy_news_finance_cnstock_raw', 'end_time': '1599003473', 'start_time': '1599003473'}  消息处理总量:1条
2020-09-02 at 07:39:22 | SUCCESS | 消息内容:{'spider_name': 'caijing_china_zq', 'collection_name': 'sy_news_finance_china_raw', 'end_time': '1599003569', 'start_time': '1599003563'}  消息处理总量:9条
2020-09-02 at 07:40:43 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1599003640', 'start_time': '1599003628'}  消息处理总量:20条
2020-09-02 at 07:40:53 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw', 'end_time': '1599003674', 'start_time': '1599003674'}  消息处理总量:1条
2020-09-02 at 07:41:43 | SUCCESS | 消息内容:{'spider_name': 'caijing_cnfol_gegu', 'collection_name': 'sy_news_finance_cnfol_raw', 'end_time': '1599003725', 'start_time': '1599003725'}  消息处理总量:1条
2020-09-02 at 07:43:52 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_hongguan', 'end_time': '1599003852', 'start_time': '1599003852'}  消息处理总量:1条
2020-09-02 at 07:44:45 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_zsscdt', 'end_time': '1599003845', 'start_time': '1599003845'}  消息处理总量:1条
2020-09-02 at 07:46:11 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_cgnjj', 'end_time': '1599003990', 'start_time': '1599003988'}  消息处理总量:4条
2020-09-02 at 07:46:53 | SUCCESS | 消息内容:{'spider_name': 'caijing_jrj_ss', 'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1599004037', 'start_time': '1599004035'}  消息处理总量:0条
2020-09-02 at 07:48:09 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastday_caijing', 'collection_name': 'sy_news_finance_eastday_raw', 'end_time': '1599004070', 'start_time': '1599004070'}  消息处理总量:1条
2020-09-02 at 07:49:25 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_gsxw', 'end_time': '1599004139', 'start_time': '1599004133'}  消息处理总量:15条
2020-09-02 at 07:49:30 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_ssgs', 'end_time': '1599004195', 'start_time': '1599004195'}  消息处理总量:1条
2020-09-02 at 07:49:47 | SUCCESS | 消息内容:{'spider_name': 'caijing_thepaper_cjsxy', 'collection_name': 'sy_news_finance_thepaper_raw', 'end_time': '1599004208', 'start_time': '1599004208'}  消息处理总量:2条
2020-09-02 at 07:50:24 | SUCCESS | 消息内容:{'spider_name': 'caijing_10jqka_cjyw', 'collection_name': 'sy_news_finance_10jqka_raw', 'end_time': '1599004244', 'start_time': '1599004244'}  消息处理总量:0条
2020-09-02 at 07:51:26 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_kcb', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1599004294', 'start_time': '1599004293'}  消息处理总量:4条
2020-09-02 at 07:52:05 | SUCCESS | 消息内容:{'spider_name': 'caijing_china_jijin', 'collection_name': 'sy_news_finance_china_raw', 'end_time': '1599004348', 'start_time': '1599004348'}  消息处理总量:1条
2020-09-02 at 07:54:12 | SUCCESS | 消息内容:{'spider_name': 'caijing_qq_chanye', 'collection_name': 'sy_news_finance_qq_raw', 'end_time': '1599004474', 'start_time': '1599004474'}  消息处理总量:1条
2020-09-02 at 07:54:58 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1599004505', 'start_time': '1599004502'}  消息处理总量:7条
2020-09-02 at 07:55:17 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_stock_all', 'end_time': '1599004516', 'start_time': '1599004506'}  消息处理总量:4条
2020-09-02 at 07:55:58 | SUCCESS | 消息内容:{'spider_name': 'hangye_petroren_hydt', 'collection_name': 'sy_news_hangye_petroren_raw', 'end_time': '1599004576', 'start_time': '1599004553'}  消息处理总量:17条
2020-09-02 at 07:56:16 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastday_caijing', 'collection_name': 'sy_news_finance_eastday_raw', 'end_time': '1599004557', 'start_time': '1599004556'}  消息处理总量:3条
2020-09-02 at 07:57:30 | SUCCESS | 消息内容:{'spider_name': 'caijing_mysteel_zonghe_all', 'collection_name': 'sy_news_finance_mysteel_raw', 'end_time': '1599004670', 'start_time': '1599004607'}  消息处理总量:2条
2020-09-02 at 07:57:51 | SUCCESS | 消息内容:{'spider_name': 'caijing_china_bank', 'collection_name': 'sy_news_finance_china_raw', 'end_time': '1599004692', 'start_time': '1599004692'}  消息处理总量:1条
2020-09-02 at 07:58:11 | SUCCESS | 消息内容:{'spider_name': 'caijing_36kr_zixun', 'collection_name': 'sy_news_finance_36kr_raw', 'end_time': '1599004693', 'start_time': '1599004693'}  消息处理总量:1条
2020-09-02 at 07:58:43 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_blog', 'collection_name': 'sy_news_finance_sina_blog_raw', 'end_time': '1599004649', 'start_time': '1599004649'}  消息处理总量:1条
2020-09-02 at 08:01:00 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_hk_all', 'end_time': '1599004866', 'start_time': '1599004862'}  消息处理总量:2条
2020-09-02 at 08:02:08 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnfol_raw', 'spider_name': 'caijing_cnfol_gegu', 'end_time': '1599004944', 'start_time': '1599004941'}  消息处理总量:4条
2020-09-02 at 08:02:38 | SUCCESS | 消息内容:{'spider_name': 'caijing_huxiu_zixun', 'collection_name': 'sy_news_finance_huxiu_raw', 'end_time': '1599004972', 'start_time': '1599004972'}  消息处理总量:1条
2020-09-02 at 08:03:50 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_caijing', 'end_time': '1599005045', 'start_time': '1599005045'}  消息处理总量:2条
2020-09-02 at 08:04:13 | SUCCESS | 消息内容:{'spider_name': 'caijing_10jqka_hyyj', 'collection_name': 'sy_news_finance_10jqka_raw', 'end_time': '1599005035', 'start_time': '1599005035'}  消息处理总量:0条
2020-09-02 at 08:04:34 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnstock_raw', 'spider_name': 'caijing_cnstock_blog_all', 'end_time': '1599005093', 'start_time': '1599005093'}  消息处理总量:1条
2020-09-02 at 08:04:46 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnstock_raw', 'spider_name': 'caijing_cnstock_stock_all', 'end_time': '1599005107', 'start_time': '1599005106'}  消息处理总量:3条
2020-09-02 at 08:04:52 | SUCCESS | 消息内容:{'spider_name': 'caijing_cnstock_news_all', 'collection_name': 'sy_news_finance_cnstock_raw', 'end_time': '1599005113', 'start_time': '1599005113'}  消息处理总量:1条
2020-09-02 at 08:05:15 | SUCCESS | 消息内容:{'spider_name': 'caijing_cs_gongsi', 'collection_name': 'sy_news_finance_cs_raw', 'end_time': '1599005138', 'start_time': '1599005138'}  消息处理总量:1条
2020-09-02 at 08:06:05 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_ssgs', 'end_time': '1599005176', 'start_time': '1599005175'}  消息处理总量:4条
2020-09-02 at 08:07:39 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_gsxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1599005234', 'start_time': '1599005232'}  消息处理总量:2条
2020-09-02 at 08:10:25 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_yuncaijing_raw', 'spider_name': 'caijing_yuncaijing_neican', 'end_time': '1599005425', 'start_time': '1599005425'}  消息处理总量:1条
2020-09-02 at 08:10:36 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1599005458', 'start_time': '1599005458'}  消息处理总量:1条
2020-09-02 at 08:11:08 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_guonei', 'end_time': '1599005488', 'start_time': '1599005483'}  消息处理总量:2条
2020-09-02 at 08:12:08 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_xsb', 'end_time': '1599005555', 'start_time': '1599005555'}  消息处理总量:0条
2020-09-02 at 08:12:34 | SUCCESS | 消息内容:{'spider_name': 'caijing_mysteel_zonghe_all', 'collection_name': 'sy_news_finance_mysteel_raw', 'end_time': '1599005562', 'start_time': '1599005539'}  消息处理总量:3条
2020-09-02 at 08:13:11 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_whdd', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1599005603', 'start_time': '1599005594'}  消息处理总量:6条
2020-09-02 at 08:14:19 | SUCCESS | 消息内容:{'spider_name': 'caijing_cs_gsxw', 'collection_name': 'sy_news_finance_cs_raw', 'end_time': '1599005685', 'start_time': '1599005685'}  消息处理总量:1条
2020-09-02 at 08:15:11 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_chanjing', 'end_time': '1599005736', 'start_time': '1599005736'}  消息处理总量:1条
2020-09-02 at 08:16:18 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_chanjing', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1599005797', 'start_time': '1599005793'}  消息处理总量:2条
2020-09-02 at 08:17:13 | SUCCESS | 消息内容:{'spider_name': 'caijing_10jqka_zqzx', 'collection_name': 'sy_news_finance_10jqka_raw', 'end_time': '1599005831', 'start_time': '1599005831'}  消息处理总量:2条
2020-09-02 at 08:18:26 | SUCCESS | 消息内容:{'spider_name': 'caijing_jrj_gncj', 'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1599005916', 'start_time': '1599005915'}  消息处理总量:3条
2020-09-02 at 08:18:47 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_zqzx', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1599005933', 'start_time': '1599005933'}  消息处理总量:1条
2020-09-02 at 08:21:18 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ccjxw', 'end_time': '1599006085', 'start_time': '1599006078'}  消息处理总量:12条
2020-09-02 at 08:21:45 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw', 'end_time': '1599006124', 'start_time': '1599006124'}  消息处理总量:1条
2020-09-02 at 08:22:26 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_people_raw', 'spider_name': 'caijing_people_hyycy', 'end_time': '1599006149', 'start_time': '1599006144'}  消息处理总量:10条
2020-09-02 at 08:22:41 | SUCCESS | 消息内容:{'spider_name': 'caijing_cs_gsxw', 'collection_name': 'sy_news_finance_cs_raw', 'end_time': '1599006177', 'start_time': '1599006176'}  消息处理总量:2条
2020-09-02 at 08:23:10 | SUCCESS | 消息内容:{'spider_name': 'caijing_36kr_zixun', 'collection_name': 'sy_news_finance_36kr_raw', 'end_time': '1599006166', 'start_time': '1599006164'}  消息处理总量:3条
2020-09-02 at 08:23:58 | SUCCESS | 消息内容:{'spider_name': 'caijing_cheaa_hangye', 'collection_name': 'sy_news_finance_cheaa_raw', 'end_time': '1599006249', 'start_time': '1599006244'}  消息处理总量:4条
2020-09-02 at 08:24:58 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_jijin', 'end_time': '1599006228', 'start_time': '1599006224'}  消息处理总量:9条
2020-09-02 at 08:25:52 | SUCCESS | 消息内容:{'spider_name': 'caijing_cs_gongsi', 'collection_name': 'sy_news_finance_cs_raw', 'end_time': '1599006363', 'start_time': '1599006360'}  消息处理总量:6条
2020-09-02 at 08:26:57 | SUCCESS | 消息内容:{'spider_name': 'caijing_yuncaijing_neican', 'collection_name': 'sy_news_finance_yuncaijing_raw', 'end_time': '1599006408', 'start_time': '1599006405'}  消息处理总量:2条
2020-09-02 at 08:27:35 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1599006463', 'start_time': '1599006462'}  消息处理总量:2条
2020-09-02 at 08:28:14 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_caijing', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1599006515', 'start_time': '1599006515'}  消息处理总量:1条
2020-09-02 at 08:29:30 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1599006580', 'start_time': '1599006568'}  消息处理总量:5条
2020-09-02 at 08:30:42 | SUCCESS | 消息内容:{'spider_name': 'caijing_china_hg', 'collection_name': 'sy_news_finance_china_raw', 'end_time': '1599006663', 'start_time': '1599006663'}  消息处理总量:1条
2020-09-02 at 08:31:16 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_qqdd', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1599006689', 'start_time': '1599006683'}  消息处理总量:4条
2020-09-02 at 08:32:44 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnfol_raw', 'spider_name': 'caijing_cnfol_gegu', 'end_time': '1599006776', 'start_time': '1599006773'}  消息处理总量:5条
2020-09-02 at 08:33:06 | SUCCESS | 消息内容:{'spider_name': 'caijing_huxiu_zixun', 'collection_name': 'sy_news_finance_huxiu_raw', 'end_time': '1599006795', 'start_time': '1599006795'}  消息处理总量:1条
2020-09-02 at 08:34:03 | SUCCESS | 消息内容:{'spider_name': 'caijing_china_qiche', 'collection_name': 'sy_news_finance_china_raw', 'end_time': '1599006845', 'start_time': '1599006844'}  消息处理总量:2条
2020-09-02 at 08:35:08 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1599006931', 'start_time': '1599006931'}  消息处理总量:1条
2020-09-02 at 08:35:47 | SUCCESS | 消息内容:{'spider_name': 'caijing_cs_gongsi', 'collection_name': 'sy_news_finance_cs_raw', 'end_time': '1599006972', 'start_time': '1599006971'}  消息处理总量:3条
2020-09-02 at 08:36:39 | SUCCESS | 消息内容:{'spider_name': 'caijing_jrj_xsb', 'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1599007025', 'start_time': '1599007025'}  消息处理总量:0条
2020-09-02 at 08:37:26 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_hk_all', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1599007065', 'start_time': '1599007065'}  消息处理总量:1条
2020-09-02 at 08:38:36 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_ssgs', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1599007135', 'start_time': '1599007135'}  消息处理总量:1条
2020-09-02 at 08:39:21 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_autohome_raw', 'spider_name': 'hangye_autohome_news', 'end_time': '1599007193', 'start_time': '1599007193'}  消息处理总量:1条
2020-09-02 at 08:40:25 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_investorchina_raw', 'spider_name': 'caijing_investorchina_scgz', 'end_time': '1599007187', 'start_time': '1599007187'}  消息处理总量:1条
2020-09-02 at 08:41:10 | SUCCESS | 消息内容:{'spider_name': 'caijing_ccidcom_all', 'collection_name': 'sy_news_finance_ccidcom_raw', 'end_time': '1599007256', 'start_time': '1599007256'}  消息处理总量:1条
2020-09-02 at 08:41:35 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_cenews_raw', 'spider_name': 'hangye_cenews_yaowen', 'end_time': '1599007330', 'start_time': '1599007327'}  消息处理总量:5条
2020-09-02 at 08:42:08 | SUCCESS | 消息内容:{'spider_name': 'caijing_qianlong_jingji', 'collection_name': 'sy_news_finance_qianlong_raw', 'end_time': '1599007332', 'start_time': '1599007325'}  消息处理总量:8条
2020-09-02 at 08:42:53 | SUCCESS | 消息内容:{'spider_name': 'caijing_cnfol_gegu', 'collection_name': 'sy_news_finance_cnfol_raw', 'end_time': '1599007383', 'start_time': '1599007382'}  消息处理总量:3条
2020-09-02 at 08:43:53 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_china_raw', 'spider_name': 'caijing_china_qiche', 'end_time': '1599007453', 'start_time': '1599007452'}  消息处理总量:2条
2020-09-02 at 08:45:11 | SUCCESS | 消息内容:{'spider_name': 'caijing_cs_shichang', 'collection_name': 'sy_news_finance_cs_raw', 'end_time': '1599007515', 'start_time': '1599007507'}  消息处理总量:9条
2020-09-02 at 08:45:38 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1599007550', 'start_time': '1599007548'}  消息处理总量:5条
2020-09-02 at 08:46:33 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_hk_all', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1599007615', 'start_time': '1599007615'}  消息处理总量:1条
2020-09-02 at 08:47:52 | SUCCESS | 消息内容:{'spider_name': 'caijing_p5w_weyt', 'collection_name': 'sy_news_finance_p5w_raw', 'end_time': '1599007687', 'start_time': '1599007684'}  消息处理总量:4条
2020-09-02 at 08:49:02 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_chanjing', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1599007753', 'start_time': '1599007753'}  消息处理总量:1条
2020-09-02 at 08:49:45 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnfol_raw', 'spider_name': 'caijing_cnfol_gncj', 'end_time': '1599007809', 'start_time': '1599007809'}  消息处理总量:1条
2020-09-02 at 08:50:38 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_qq_raw', 'spider_name': 'caijing_qq_Agu', 'end_time': '1599007864', 'start_time': '1599007864'}  消息处理总量:1条
2020-09-02 at 08:51:11 | SUCCESS | 消息内容:{'spider_name': 'hangye_mining120_guoji', 'collection_name': 'sy_news_hangye_mining120_raw', 'end_time': '1599007913', 'start_time': '1599007912'}  消息处理总量:2条
2020-09-02 at 08:51:36 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_kcb', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1599007914', 'start_time': '1599007913'}  消息处理总量:3条
2020-09-02 at 08:52:09 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_ss', 'end_time': '1599007956', 'start_time': '1599007955'}  消息处理总量:0条
2020-09-02 at 08:52:53 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_gsxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1599007983', 'start_time': '1599007983'}  消息处理总量:1条
2020-09-02 at 08:53:43 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1599008040', 'start_time': '1599008037'}  消息处理总量:4条
2020-09-02 at 08:54:23 | SUCCESS | 消息内容:{'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1599008084', 'start_time': '1599008084'}  消息处理总量:1条
2020-09-02 at 08:54:54 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_ssgs', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1599008116', 'start_time': '1599008116'}  消息处理总量:2条
2020-09-02 at 08:55:29 | SUCCESS | 消息内容:{'spider_name': 'hangye_autohome_news', 'collection_name': 'sy_news_hangye_autohome_raw', 'end_time': '1599008172', 'start_time': '1599008172'}  消息处理总量:1条
2020-09-02 at 08:57:01 | SUCCESS | 消息内容:{'spider_name': 'caijing_in_en_gnrqyw', 'collection_name': 'sy_news_finance_in_en_raw', 'end_time': '1599008240', 'start_time': '1599008240'}  消息处理总量:1条
2020-09-02 at 08:57:45 | SUCCESS | 消息内容:{'spider_name': 'caijing_nbd_auto_all', 'collection_name': 'sy_news_finance_nbd_raw', 'end_time': '1599008258', 'start_time': '1599008253'}  消息处理总量:5条
2020-09-02 at 08:58:23 | SUCCESS | 消息内容:{'spider_name': 'caijing_winshang_yaowen_all', 'collection_name': 'sy_news_finance_winshang_raw', 'end_time': '1599008261', 'start_time': '1599008261'}  消息处理总量:1条
2020-09-02 at 08:59:33 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_stock_all', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1599008378', 'start_time': '1599008378'}  消息处理总量:1条
2020-09-02 at 09:01:05 | SUCCESS | 消息内容:{'spider_name': 'caijing_sse_ssts', 'collection_name': 'sy_news_finance_sse_raw', 'end_time': '1599008478', 'start_time': '1599008477'}  消息处理总量:2条
2020-09-02 at 09:01:35 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_jigou_all', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1599008499', 'start_time': '1599008441'}  消息处理总量:2条
2020-09-02 at 09:02:21 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_gsxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1599008535', 'start_time': '1599008533'}  消息处理总量:2条
2020-09-02 at 09:02:46 | SUCCESS | 消息内容:{'spider_name': 'caijing_qianlong_jingji', 'collection_name': 'sy_news_finance_qianlong_raw', 'end_time': '1599008551', 'start_time': '1599008546'}  消息处理总量:8条
2020-09-02 at 09:03:25 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_huxiu_raw', 'spider_name': 'caijing_huxiu_zixun', 'end_time': '1599008622', 'start_time': '1599008616'}  消息处理总量:2条
2020-09-02 at 09:03:58 | SUCCESS | 消息内容:{'spider_name': 'caijing_36kr_zixun', 'collection_name': 'sy_news_finance_36kr_raw', 'end_time': '1599008627', 'start_time': '1599008618'}  消息处理总量:4条
2020-09-02 at 09:04:17 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cheaa_raw', 'spider_name': 'caijing_cheaa_hangye', 'end_time': '1599008682', 'start_time': '1599008682'}  消息处理总量:1条
2020-09-02 at 09:05:43 | SUCCESS | 消息内容:{'spider_name': 'caijing_hexun_hongguan', 'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1599008754', 'start_time': '1599008754'}  消息处理总量:2条
2020-09-02 at 09:06:39 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cyzone_raw', 'spider_name': 'caijing_cyzone_zuixin', 'end_time': '1599008796', 'start_time': '1599008796'}  消息处理总量:1条
2020-09-02 at 09:08:03 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_leju_raw', 'spider_name': 'caijing_leju_lejucaijing_all', 'end_time': '1599008753', 'start_time': '1599008753'}  消息处理总量:1条
2020-09-02 at 09:08:15 | SUCCESS | 消息内容:{'spider_name': 'caijing_southmoney_caijingyaowen', 'collection_name': 'sy_news_finance_southmoney_raw', 'end_time': '1599008902', 'start_time': '1599008902'}  消息处理总量:1条
2020-09-02 at 09:09:23 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_stock_all', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1599008936', 'start_time': '1599008916'}  消息处理总量:15条
2020-09-02 at 09:10:29 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1599009027', 'start_time': '1599009018'}  消息处理总量:16条
2020-09-02 at 09:11:13 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_ssgs', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1599009096', 'start_time': '1599009095'}  消息处理总量:2条
2020-09-02 at 09:11:31 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_ccidcom_raw', 'spider_name': 'caijing_ccidcom_all', 'end_time': '1599009078', 'start_time': '1599009078'}  消息处理总量:1条
2020-09-02 at 09:12:03 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_jigou_all', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1599009061', 'start_time': '1599009045'}  消息处理总量:12条
2020-09-02 at 09:12:13 | SUCCESS | 消息内容:{'spider_name': 'caijing_10jqka_cjyw', 'collection_name': 'sy_news_finance_10jqka_raw', 'end_time': '1599009118', 'start_time': '1599009114'}  消息处理总量:2条
2020-09-02 at 09:12:49 | SUCCESS | 消息内容:{'spider_name': 'caijing_jiemian_qiche', 'collection_name': 'sy_news_finance_jiemian_raw', 'end_time': '1599009193', 'start_time': '1599009193'}  消息处理总量:1条
2020-09-02 at 09:13:28 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_chanjing', 'end_time': '1599009226', 'start_time': '1599009224'}  消息处理总量:5条
2020-09-02 at 09:15:14 | SUCCESS | 消息内容:{'spider_name': 'caijing_csi_yeneizixun_all', 'collection_name': 'sy_news_finance_csi_raw', 'end_time': '1599009306', 'start_time': '1599009306'}  消息处理总量:1条
2020-09-02 at 09:15:50 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_yuncaijing_raw', 'spider_name': 'caijing_yuncaijing_neican', 'end_time': '1599009350', 'start_time': '1599009350'}  消息处理总量:2条
2020-09-02 at 09:17:39 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastday_caijing', 'collection_name': 'sy_news_finance_eastday_raw', 'end_time': '1599009457', 'start_time': '1599009454'}  消息处理总量:3条
2020-09-02 at 09:18:28 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_southmoney_raw', 'spider_name': 'caijing_southmoney_caijingyaowen', 'end_time': '1599009516', 'start_time': '1599009512'}  消息处理总量:2条
2020-09-02 at 09:19:11 | SUCCESS | 消息内容:{'spider_name': 'hangye_bmlink_marketnews', 'collection_name': 'sy_news_hangye_bmlink_raw', 'end_time': '1599009594', 'start_time': '1599009594'}  消息处理总量:1条
