2020-07-24 at 10:27:06 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_thepaper_raw', 'end_time': '1595557558', 'start_time': '1595557558', 'spider_name': 'caijing_thepaper_cjgs'}  消息处理总量:1条
2020-07-24 at 14:42:09 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1595572946', 'spider_name': 'caijing_jrj_xsb', 'start_time': '1595572946'}  消息处理总量:1条
2020-07-24 at 14:42:38 | SUCCESS | 消息内容:{'end_time': '1595572960', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1595572954', 'spider_name': 'caijing_eastmoney_stock_all'}  消息处理总量:3条
2020-07-24 at 14:43:00 | SUCCESS | 消息内容:{'end_time': '1595572993', 'start_time': '1595572993', 'spider_name': 'caijing_china_kj', 'collection_name': 'sy_news_finance_china_raw'}  消息处理总量:1条
2020-07-24 at 14:43:24 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_qianlong_raw', 'end_time': '1595573005', 'spider_name': 'caijing_qianlong_jingji', 'start_time': '1595573005'}  消息处理总量:1条
2020-07-24 at 14:43:39 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_leju_raw', 'end_time': '1595572960', 'start_time': '1595572960', 'spider_name': 'caijing_leju_lejucaijing_all'}  消息处理总量:1条
2020-07-24 at 14:43:57 | SUCCESS | 消息内容:{'start_time': '1595573025', 'end_time': '1595573032', 'spider_name': 'caijing_eastday_caijing', 'collection_name': 'sy_news_finance_eastday_raw'}  消息处理总量:4条
2020-07-24 at 14:44:08 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnfol_raw', 'end_time': '1595573062', 'spider_name': 'caijing_cnfol_gegu', 'start_time': '1595573062'}  消息处理总量:2条
2020-07-24 at 14:44:22 | SUCCESS | 消息内容:{'end_time': '1595573066', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1595573059', 'spider_name': 'caijing_eastmoney_ccjxw'}  消息处理总量:8条
2020-07-24 at 14:45:10 | SUCCESS | 消息内容:{'start_time': '1595573105', 'end_time': '1595573105', 'spider_name': 'caijing_eastmoney_whdd', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-07-24 at 14:45:22 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_huxiu_raw', 'end_time': '1595573127', 'spider_name': 'caijing_huxiu_zixun', 'start_time': '1595573123'}  消息处理总量:2条
2020-07-24 at 14:45:34 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_caijing', 'start_time': '1595573136', 'end_time': '1595573137'}  消息处理总量:4条
2020-07-24 at 14:45:49 | SUCCESS | 消息内容:{'start_time': '1595573154', 'end_time': '1595573154', 'spider_name': 'caijing_cnstock_stock_all', 'collection_name': 'sy_news_finance_cnstock_raw'}  消息处理总量:1条
2020-07-24 at 14:45:56 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1595573158', 'start_time': '1595573152', 'spider_name': 'caijing_hexun_hongguan'}  消息处理总量:2条
2020-07-24 at 14:46:34 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_stockstar_raw', 'spider_name': 'caijing_stockstar_kcb', 'start_time': '1595573195', 'end_time': '1595573195'}  消息处理总量:1条
2020-07-24 at 14:47:15 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_stockstar_raw', 'end_time': '1595573246', 'start_time': '1595573245', 'spider_name': 'caijing_stockstar_gs'}  消息处理总量:3条
2020-07-24 at 14:47:20 | SUCCESS | 消息内容:{'start_time': '1595573118', 'end_time': '1595573120', 'spider_name': 'caijing_thecapital_zixun', 'collection_name': 'sy_news_finance_thecapital_raw'}  消息处理总量:2条
2020-07-24 at 14:47:50 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_36kr_raw', 'end_time': '1595573243', 'start_time': '1595573240', 'spider_name': 'caijing_36kr_zixun'}  消息处理总量:2条
2020-07-24 at 14:48:15 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1595573305', 'start_time': '1595573305', 'spider_name': 'caijing_jrj_gncj'}  消息处理总量:1条
2020-07-24 at 14:48:25 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1595573297', 'start_time': '1595573294', 'spider_name': 'caijing_eastmoney_hk_all'}  消息处理总量:6条
2020-07-24 at 14:48:48 | SUCCESS | 消息内容:{'start_time': '1595573283', 'end_time': '1595573295', 'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw'}  消息处理总量:14条
2020-07-24 at 14:49:09 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastday_raw', 'end_time': '1595573318', 'spider_name': 'caijing_eastday_caijing', 'start_time': '1595573318'}  消息处理总量:1条
2020-07-24 at 14:49:19 | SUCCESS | 消息内容:{'start_time': '1595573345', 'end_time': '1595573349', 'spider_name': 'caijing_sina_chanjing', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:5条
2020-07-24 at 14:49:40 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_stock_all', 'start_time': '1595573319', 'end_time': '1595573339'}  消息处理总量:7条
2020-07-24 at 14:50:39 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1595573447', 'spider_name': 'caijing_eastmoney_caijing', 'start_time': '1595573446'}  消息处理总量:2条
2020-07-24 at 14:50:58 | SUCCESS | 消息内容:{'end_time': '1595573430', 'start_time': '1595573418', 'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:11条
2020-07-24 at 14:51:45 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1595573497', 'start_time': '1595573486', 'spider_name': 'caijing_eastmoney_gsxw'}  消息处理总量:5条
2020-07-24 at 14:52:12 | SUCCESS | 消息内容:{'start_time': '1595573552', 'end_time': '1595573554', 'spider_name': 'hangye_csia_iccad_news', 'collection_name': 'sy_news_hangye_csia_iccad_raw'}  消息处理总量:3条
2020-07-24 at 14:52:20 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1595573462', 'spider_name': 'caijing_eastmoney_wh', 'start_time': '1595573462'}  消息处理总量:1条
2020-07-24 at 14:52:34 | SUCCESS | 消息内容:{'end_time': '1595573565', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1595573565', 'spider_name': 'caijing_jrj_xsb'}  消息处理总量:1条
2020-07-24 at 14:52:51 | SUCCESS | 消息内容:{'start_time': '1595573541', 'end_time': '1595573571', 'spider_name': 'caijing_leju_lejucaijing_all', 'collection_name': 'sy_news_finance_leju_raw'}  消息处理总量:2条
2020-07-24 at 14:53:03 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1595573595', 'start_time': '1595573595', 'spider_name': 'caijing_hexun_gsyw'}  消息处理总量:2条
2020-07-24 at 14:53:20 | SUCCESS | 消息内容:{'end_time': '1595573573', 'collection_name': 'sy_news_finance_10jqka_raw', 'start_time': '1595573573', 'spider_name': 'caijing_10jqka_cjyw'}  消息处理总量:2条
2020-07-24 at 14:53:56 | SUCCESS | 消息内容:{'start_time': '1595573665', 'end_time': '1595573668', 'spider_name': 'hangye_bjx_yaowen', 'collection_name': 'sy_news_hangye_bjx_raw'}  消息处理总量:5条
2020-07-24 at 14:53:58 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1595573652', 'spider_name': 'caijing_sina_chanjing', 'start_time': '1595573652'}  消息处理总量:1条
2020-07-24 at 14:54:09 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_china_raw', 'spider_name': 'caijing_china_chanjing', 'start_time': '1595573412', 'end_time': '1595573412'}  消息处理总量:1条
2020-07-24 at 14:54:15 | SUCCESS | 消息内容:{'start_time': '1595573664', 'end_time': '1595573666', 'spider_name': 'caijing_eastmoney_hk_all', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:3条
2020-07-24 at 14:55:55 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_bjnews_raw', 'end_time': '1595573765', 'spider_name': 'caijing_bjnews_finance', 'start_time': '1595573764'}  消息处理总量:2条
2020-07-24 at 14:56:40 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_thecapital_raw', 'end_time': '1595573778', 'start_time': '1595573778', 'spider_name': 'caijing_thecapital_zixun'}  消息处理总量:1条
2020-07-24 at 14:57:03 | SUCCESS | 消息内容:{'start_time': '1595573836', 'end_time': '1595573836', 'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:1条
2020-07-24 at 14:59:02 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1595573955', 'spider_name': 'caijing_jrj_ss', 'start_time': '1595573954'}  消息处理总量:3条
2020-07-24 at 14:59:09 | SUCCESS | 消息内容:{'end_time': '1595573965', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1595573965', 'spider_name': 'caijing_sina_chanjing'}  消息处理总量:1条
2020-07-24 at 14:59:31 | SUCCESS | 消息内容:{'end_time': '1595573966', 'start_time': '1595573963', 'spider_name': 'caijing_iyiou_kuaixun', 'collection_name': 'sy_news_finance_iyiou_raw'}  消息处理总量:6条
2020-07-24 at 14:59:39 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_southmoney_raw', 'end_time': '1595573978', 'start_time': '1595573973', 'spider_name': 'caijing_southmoney_caijingyaowen'}  消息处理总量:2条
2020-07-24 at 15:00:05 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_591hx_raw', 'spider_name': 'caijing_591hx_stock_all', 'start_time': '1595573874', 'end_time': '1595573875'}  消息处理总量:2条
2020-07-24 at 15:00:43 | SUCCESS | 消息内容:{'end_time': '1595574052', 'start_time': '1595574039', 'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:5条
2020-07-24 at 15:01:06 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1595573948', 'spider_name': 'caijing_eastmoney_jigou_all', 'start_time': '1595573948'}  消息处理总量:1条
2020-07-24 at 15:01:49 | SUCCESS | 消息内容:{'end_time': '1595574120', 'start_time': '1595574119', 'spider_name': 'caijing_nbd_auto_all', 'collection_name': 'sy_news_finance_nbd_raw'}  消息处理总量:3条
2020-07-24 at 15:01:49 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_cbcie_raw', 'spider_name': 'hangye_cbcie_news', 'start_time': '1595574123', 'end_time': '1595574133'}  消息处理总量:9条
2020-07-24 at 15:02:33 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_chinaventure_raw', 'end_time': '1595574138', 'spider_name': 'caijing_chinaventure_zbsc', 'start_time': '1595574138'}  消息处理总量:1条
2020-07-24 at 15:02:50 | SUCCESS | 消息内容:{'end_time': '1595574172', 'collection_name': 'sy_news_finance_china_raw', 'start_time': '1595574171', 'spider_name': 'caijing_china_hg'}  消息处理总量:2条
2020-07-24 at 15:03:22 | SUCCESS | 消息内容:{'start_time': '1595574202', 'end_time': '1595574209', 'spider_name': 'caijing_cnfol_gncj', 'collection_name': 'sy_news_finance_cnfol_raw'}  消息处理总量:6条
2020-07-24 at 15:03:30 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1595574223', 'start_time': '1595574217', 'spider_name': 'caijing_hexun_gsyw'}  消息处理总量:3条
2020-07-24 at 15:03:40 | SUCCESS | 消息内容:{'end_time': '1595574218', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1595574218', 'spider_name': 'caijing_eastmoney_whdd'}  消息处理总量:1条
2020-07-24 at 15:03:48 | SUCCESS | 消息内容:{'start_time': '1595574225', 'end_time': '1595574228', 'spider_name': 'caijing_eastmoney_gsxw', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:2条
2020-07-24 at 15:04:37 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnfol_raw', 'end_time': '1595574284', 'spider_name': 'caijing_cnfol_gegu', 'start_time': '1595574283'}  消息处理总量:3条
2020-07-24 at 15:04:39 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastday_raw', 'spider_name': 'caijing_eastday_caijing', 'start_time': '1595574244', 'end_time': '1595574249'}  消息处理总量:5条
2020-07-24 at 15:05:27 | SUCCESS | 消息内容:{'start_time': '1595574273', 'end_time': '1595574319', 'spider_name': 'caijing_nbse_hyxx_all', 'collection_name': 'sy_news_finance_nbse_raw'}  消息处理总量:3条
2020-07-24 at 15:06:03 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1595574356', 'spider_name': 'caijing_eastmoney_cgnjj', 'start_time': '1595574353'}  消息处理总量:7条
2020-07-24 at 15:06:30 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_zhicheng_raw', 'end_time': '1595574396', 'start_time': '1595574387', 'spider_name': 'caijing_zhicheng_caijing'}  消息处理总量:5条
2020-07-24 at 15:06:35 | SUCCESS | 消息内容:{'end_time': '1595574408', 'start_time': '1595574408', 'spider_name': 'caijing_eastmoney_hk_all', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-07-24 at 15:07:00 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_thecapital_raw', 'end_time': '1595574338', 'start_time': '1595574334', 'spider_name': 'caijing_thecapital_zixun'}  消息处理总量:3条
2020-07-24 at 15:09:23 | SUCCESS | 消息内容:{'end_time': '1595574576', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1595574576', 'spider_name': 'caijing_jrj_ss'}  消息处理总量:1条
2020-07-24 at 15:09:50 | SUCCESS | 消息内容:{'start_time': '1595574584', 'end_time': '1595574588', 'spider_name': 'caijing_sina_chanjing', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:8条
2020-07-24 at 15:11:07 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_people_raw', 'end_time': '1595574683', 'start_time': '1595574683', 'spider_name': 'caijing_people_yuanchuang'}  消息处理总量:1条
2020-07-24 at 15:11:41 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_cbcie_raw', 'end_time': '1595574734', 'start_time': '1595574733', 'spider_name': 'hangye_cbcie_news'}  消息处理总量:2条
2020-07-24 at 15:12:08 | SUCCESS | 消息内容:{'end_time': '1595574663', 'start_time': '1595574663', 'spider_name': 'caijing_eastmoney_wh', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-07-24 at 15:12:20 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cs_raw', 'end_time': '1595574756', 'start_time': '1595574756', 'spider_name': 'caijing_cs_gsxw'}  消息处理总量:1条
2020-07-24 at 15:12:28 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_askci_raw', 'end_time': '1595574731', 'spider_name': 'caijing_askci_gcy', 'start_time': '1595574724'}  消息处理总量:5条
2020-07-24 at 15:12:30 | SUCCESS | 消息内容:{'end_time': '1595574762', 'start_time': '1595574762', 'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:3条
2020-07-24 at 15:13:16 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_36kr_raw', 'end_time': '1595574785', 'start_time': '1595574774', 'spider_name': 'caijing_36kr_zixun'}  消息处理总量:10条
2020-07-24 at 15:13:34 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_wabei_raw', 'end_time': '1595574763', 'start_time': '1595574763', 'spider_name': 'caijing_wabei_chanye'}  消息处理总量:1条
2020-07-24 at 15:14:04 | SUCCESS | 消息内容:{'start_time': '1595574807', 'end_time': '1595574815', 'spider_name': 'caijing_eastmoney_stock_all', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:7条
2020-07-24 at 15:14:05 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cs_raw', 'end_time': '1595574840', 'spider_name': 'caijing_cs_cjyw', 'start_time': '1595574837'}  消息处理总量:3条
2020-07-24 at 15:14:09 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_qianlong_raw', 'end_time': '1595574842', 'start_time': '1595574841', 'spider_name': 'caijing_qianlong_jingji'}  消息处理总量:2条
2020-07-24 at 15:14:20 | SUCCESS | 消息内容:{'end_time': '1595574805', 'start_time': '1595574798', 'spider_name': 'caijing_10jqka_cjyw', 'collection_name': 'sy_news_finance_10jqka_raw'}  消息处理总量:4条
2020-07-24 at 15:14:40 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastday_raw', 'end_time': '1595574870', 'spider_name': 'caijing_eastday_caijing', 'start_time': '1595574865'}  消息处理总量:4条
2020-07-24 at 15:14:46 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_gncj', 'start_time': '1595574862', 'end_time': '1595574864'}  消息处理总量:5条
2020-07-24 at 15:14:47 | SUCCESS | 消息内容:{'end_time': '1595574915', 'start_time': '1595574915', 'spider_name': 'hangye_smm_news', 'collection_name': 'sy_news_hangye_smm_raw'}  消息处理总量:2条
2020-07-24 at 15:14:59 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_iyiou_raw', 'end_time': '1595574898', 'spider_name': 'caijing_iyiou_kuaixun', 'start_time': '1595574893'}  消息处理总量:5条
2020-07-24 at 15:15:59 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_huxiu_raw', 'spider_name': 'caijing_huxiu_zixun', 'start_time': '1595574942', 'end_time': '1595574949'}  消息处理总量:4条
2020-07-24 at 15:16:11 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_autohome_raw', 'end_time': '1595575005', 'start_time': '1595575005', 'spider_name': 'hangye_autohome_news'}  消息处理总量:1条
2020-07-24 at 15:16:19 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1595574994', 'start_time': '1595574994', 'spider_name': 'caijing_eastmoney_caijing'}  消息处理总量:1条
2020-07-24 at 15:16:44 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_thecapital_raw', 'end_time': '1595574945', 'start_time': '1595574944', 'spider_name': 'caijing_thecapital_zixun'}  消息处理总量:2条
2020-07-24 at 15:17:12 | SUCCESS | 消息内容:{'start_time': '1595574919', 'end_time': '1595574985', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:31条
2020-07-24 at 15:17:12 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_cnmn_raw', 'spider_name': 'hangye_cnmn_news', 'start_time': '1595575065', 'end_time': '1595575065'}  消息处理总量:1条
2020-07-24 at 15:17:39 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1595575072', 'start_time': '1595575072', 'spider_name': 'caijing_sina_guonei'}  消息处理总量:2条
2020-07-24 at 15:17:51 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_stockstar_raw', 'spider_name': 'caijing_stockstar_gs', 'start_time': '1595575074', 'end_time': '1595575079'}  消息处理总量:11条
2020-07-24 at 15:17:56 | SUCCESS | 消息内容:{'end_time': '1595575052', 'start_time': '1595575052', 'spider_name': 'caijing_eastmoney_gsxw', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-07-24 at 15:18:12 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_36kr_raw', 'end_time': '1595575090', 'start_time': '1595575090', 'spider_name': 'caijing_36kr_zixun'}  消息处理总量:1条
2020-07-24 at 15:18:26 | SUCCESS | 消息内容:{'end_time': '1595575093', 'collection_name': 'sy_news_finance_qq_raw', 'start_time': '1595575093', 'spider_name': 'caijing_qq_zhaiquan'}  消息处理总量:1条
2020-07-24 at 15:18:55 | SUCCESS | 消息内容:{'start_time': '1595575145', 'end_time': '1595575145', 'spider_name': 'caijing_eastmoney_hk_all', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-07-24 at 15:19:30 | ERROR | Traceback (most recent call last):
  File "/database/dwd_news_yq/mq/mq.py", line 193, in listening
    self.channel.start_consuming()
  File "/usr/local/lib/python3.5/dist-packages/pika/adapters/blocking_connection.py", line 1866, in start_consuming
    self._process_data_events(time_limit=None)
  File "/usr/local/lib/python3.5/dist-packages/pika/adapters/blocking_connection.py", line 2027, in _process_data_events
    self.connection.process_data_events(time_limit=time_limit)
  File "/usr/local/lib/python3.5/dist-packages/pika/adapters/blocking_connection.py", line 825, in process_data_events
    self._flush_output(common_terminator)
  File "/usr/local/lib/python3.5/dist-packages/pika/adapters/blocking_connection.py", line 522, in _flush_output
    raise self._closed_result.value.error
pika.exceptions.ConnectionClosedByBroker: (320, "CONNECTION_FORCED - broker forced connection closure with reason 'shutdown'")

2020-07-24 at 15:19:30 | ERROR | Traceback (most recent call last):
  File "/database/dwd_news_yq/mq/mq.py", line 193, in listening
    self.channel.start_consuming()
  File "/usr/local/lib/python3.5/dist-packages/pika/adapters/blocking_connection.py", line 1866, in start_consuming
    self._process_data_events(time_limit=None)
  File "/usr/local/lib/python3.5/dist-packages/pika/adapters/blocking_connection.py", line 2027, in _process_data_events
    self.connection.process_data_events(time_limit=time_limit)
  File "/usr/local/lib/python3.5/dist-packages/pika/adapters/blocking_connection.py", line 825, in process_data_events
    self._flush_output(common_terminator)
  File "/usr/local/lib/python3.5/dist-packages/pika/adapters/blocking_connection.py", line 522, in _flush_output
    raise self._closed_result.value.error
pika.exceptions.ConnectionClosedByBroker: (320, "CONNECTION_FORCED - broker forced connection closure with reason 'shutdown'")

2020-07-24 at 15:19:34 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_ofweek_raw', 'end_time': '1595575205', 'spider_name': 'hangye_ofweek_led', 'start_time': '1595575204'}  消息处理总量:3条
2020-07-24 at 15:19:34 | ERROR | Traceback (most recent call last):
  File "/database/dwd_news_yq/mq/mq.py", line 193, in listening
    self.channel.start_consuming()
  File "/usr/local/lib/python3.5/dist-packages/pika/adapters/blocking_connection.py", line 1866, in start_consuming
    self._process_data_events(time_limit=None)
  File "/usr/local/lib/python3.5/dist-packages/pika/adapters/blocking_connection.py", line 2027, in _process_data_events
    self.connection.process_data_events(time_limit=time_limit)
  File "/usr/local/lib/python3.5/dist-packages/pika/adapters/blocking_connection.py", line 834, in process_data_events
    self._dispatch_channel_events()
  File "/usr/local/lib/python3.5/dist-packages/pika/adapters/blocking_connection.py", line 566, in _dispatch_channel_events
    impl_channel._get_cookie()._dispatch_events()
  File "/usr/local/lib/python3.5/dist-packages/pika/adapters/blocking_connection.py", line 1494, in _dispatch_events
    evt.properties, evt.body)
  File "/database/dwd_news_yq/mq/mq.py", line 218, in wrapper
    channel.basic_ack(delivery_tag=method.delivery_tag)
  File "/usr/local/lib/python3.5/dist-packages/pika/adapters/blocking_connection.py", line 2113, in basic_ack
    self._flush_output()
  File "/usr/local/lib/python3.5/dist-packages/pika/adapters/blocking_connection.py", line 1336, in _flush_output
    self._connection._flush_output(lambda: self.is_closed, *waiters)
  File "/usr/local/lib/python3.5/dist-packages/pika/adapters/blocking_connection.py", line 522, in _flush_output
    raise self._closed_result.value.error
pika.exceptions.StreamLostError: Stream connection lost: ConnectionResetError(104, 'Connection reset by peer')

2020-07-24 at 15:26:32 | SUCCESS | 消息内容:{'end_time': '1595575465', 'start_time': '1595575465', 'spider_name': 'caijing_163_gupiao', 'collection_name': 'sy_news_finance_163_raw'}  消息处理总量:1条
2020-07-24 at 15:26:34 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cs_raw', 'start_time': '1595575461', 'end_time': '1595575463', 'spider_name': 'caijing_cs_cjyw'}  消息处理总量:3条
2020-07-24 at 15:26:36 | SUCCESS | 消息内容:{'end_time': '1595575205', 'collection_name': 'sy_news_hangye_ofweek_raw', 'start_time': '1595575204', 'spider_name': 'hangye_ofweek_led'}  消息处理总量:3条
2020-07-24 at 15:26:38 | SUCCESS | 消息内容:{'end_time': '1595575506', 'spider_name': 'caijing_jrj_ss', 'start_time': '1595575505', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:2条
2020-07-24 at 15:26:42 | SUCCESS | 消息内容:{'end_time': '1595575517', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1595575517', 'spider_name': 'caijing_eastmoney_hk_all'}  消息处理总量:1条
2020-07-24 at 15:26:45 | SUCCESS | 消息内容:{'end_time': '1595575515', 'spider_name': 'caijing_iyiou_kuaixun', 'start_time': '1595575515', 'collection_name': 'sy_news_finance_iyiou_raw'}  消息处理总量:1条
2020-07-24 at 15:26:45 | SUCCESS | 消息内容:{'end_time': '1595575521', 'spider_name': 'caijing_sina_chanjing', 'start_time': '1595575520', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:3条
2020-07-24 at 15:26:48 | SUCCESS | 消息内容:{'end_time': '1595575508', 'collection_name': 'sy_news_finance_cnfol_raw', 'start_time': '1595575503', 'spider_name': 'caijing_cnfol_gegu'}  消息处理总量:9条
2020-07-24 at 15:26:49 | SUCCESS | 消息内容:{'end_time': '1595575569', 'spider_name': 'hangye_ofweek_jiguangqi', 'start_time': '1595575569', 'collection_name': 'sy_news_hangye_ofweek_raw'}  消息处理总量:1条
2020-07-24 at 15:26:53 | SUCCESS | 消息内容:{'end_time': '1595575636', 'collection_name': 'sy_news_hangye_szaeia_raw', 'start_time': '1595575635', 'spider_name': 'hangye_szaeia_news'}  消息处理总量:2条
2020-07-24 at 15:26:58 | SUCCESS | 消息内容:{'end_time': '1595575635', 'collection_name': 'sy_news_finance_cs_raw', 'start_time': '1595575635', 'spider_name': 'caijing_cs_jigou'}  消息处理总量:1条
2020-07-24 at 15:26:59 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_36kr_raw', 'spider_name': 'caijing_36kr_zixun', 'end_time': '1595575577', 'start_time': '1595575574'}  消息处理总量:3条
2020-07-24 at 15:27:32 | SUCCESS | 消息内容:{'end_time': '1595575555', 'start_time': '1595575538', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:29条
2020-07-24 at 15:27:43 | SUCCESS | 消息内容:{'end_time': '1595575623', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1595575623', 'spider_name': 'caijing_sina_zsscdt'}  消息处理总量:1条
2020-07-24 at 15:27:48 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_gucheng_raw', 'spider_name': 'caijing_gucheng_gundong', 'end_time': '1595575684', 'start_time': '1595575684'}  消息处理总量:1条
2020-07-24 at 15:27:55 | SUCCESS | 消息内容:{'end_time': '1595575687', 'spider_name': 'caijing_stockstar_gs', 'start_time': '1595575685', 'collection_name': 'sy_news_finance_stockstar_raw'}  消息处理总量:5条
2020-07-24 at 15:28:26 | SUCCESS | 消息内容:{'end_time': '1595575705', 'start_time': '1595575705', 'spider_name': 'caijing_36kr_zixun', 'collection_name': 'sy_news_finance_36kr_raw'}  消息处理总量:1条
2020-07-24 at 15:28:32 | SUCCESS | 消息内容:{'end_time': '1595575708', 'spider_name': 'caijing_eastmoney_gsxw', 'start_time': '1595575704', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:5条
