2020-08-19 at 09:28:08 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_hk_all', 'end_time': '1597604899', 'start_time': '1597604899', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-08-19 at 12:54:03 | SUCCESS | 消息内容:{'start_time': '1597663012', 'spider_name': 'caijing_sina_guonei', 'end_time': '1597663012', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:1条
2020-08-19 at 12:54:29 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_kcb', 'end_time': '1597663085', 'start_time': '1597663085'}  消息处理总量:1条
2020-08-19 at 12:54:42 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597663007', 'end_time': '1597663028', 'spider_name': 'caijing_eastmoney_stock_all'}  消息处理总量:2条
2020-08-19 at 12:54:51 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnstock_raw', 'start_time': '1597663104', 'end_time': '1597663106', 'spider_name': 'caijing_cnstock_stock_all'}  消息处理总量:3条
2020-08-19 at 12:54:52 | SUCCESS | 消息内容:{'start_time': '1597663004', 'collection_name': 'sy_news_finance_cs_raw', 'end_time': '1597663013', 'spider_name': 'caijing_cs_gsxw'}  消息处理总量:15条
2020-08-19 at 12:54:57 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_stockstar_raw', 'start_time': '1597663127', 'spider_name': 'caijing_stockstar_gs', 'end_time': '1597663127'}  消息处理总量:2条
2020-08-19 at 12:55:00 | SUCCESS | 消息内容:{'start_time': '1597663125', 'collection_name': 'sy_news_finance_ifeng_raw', 'end_time': '1597663125', 'spider_name': 'caijing_ifeng_hongguan'}  消息处理总量:3条
2020-08-19 at 12:55:02 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ccjxw', 'start_time': '1597663168', 'end_time': '1597663168'}  消息处理总量:1条
2020-08-19 at 12:55:07 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1597663194', 'end_time': '1597663196', 'spider_name': 'caijing_sina_ssgs'}  消息处理总量:3条
2020-08-19 at 12:55:13 | SUCCESS | 消息内容:{'start_time': '1597663173', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597663181', 'spider_name': 'caijing_eastmoney_gsxw'}  消息处理总量:7条
2020-08-19 at 12:55:18 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1597663236', 'end_time': '1597663236', 'spider_name': 'caijing_jrj_chanjing'}  消息处理总量:2条
2020-08-19 at 12:55:23 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sohu_raw', 'end_time': '1597663264', 'spider_name': 'caijing_sohu_hs', 'start_time': '1597663264'}  消息处理总量:1条
2020-08-19 at 12:55:25 | SUCCESS | 消息内容:{'start_time': '1597663205', 'collection_name': 'sy_news_finance_10jqka_raw', 'end_time': '1597663205', 'spider_name': 'caijing_10jqka_zqzx'}  消息处理总量:1条
2020-08-19 at 12:55:28 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw', 'end_time': '1597663102', 'start_time': '1597663085'}  消息处理总量:29条
2020-08-19 at 12:55:30 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_xsb', 'end_time': '1597663365', 'start_time': '1597663365'}  消息处理总量:0条
2020-08-19 at 12:55:36 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_mysteel_raw', 'spider_name': 'caijing_mysteel_zonghe_all', 'end_time': '1597663307', 'start_time': '1597663284'}  消息处理总量:4条
2020-08-19 at 12:55:37 | SUCCESS | 消息内容:{'start_time': '1597663356', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597663356', 'spider_name': 'caijing_eastmoney_hk_all'}  消息处理总量:1条
2020-08-19 at 12:55:40 | SUCCESS | 消息内容:{'start_time': '1597663418', 'collection_name': 'sy_news_finance_yuncaijing_raw', 'end_time': '1597663418', 'spider_name': 'caijing_yuncaijing_neican'}  消息处理总量:1条
2020-08-19 at 12:55:46 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_chinatimes_raw', 'spider_name': 'caijing_chinatimes_all', 'end_time': '1597663296', 'start_time': '1597663282'}  消息处理总量:2条
2020-08-19 at 12:55:46 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597663375', 'spider_name': 'caijing_eastmoney_stock_all', 'end_time': '1597663382'}  消息处理总量:2条
2020-08-19 at 12:55:48 | SUCCESS | 消息内容:{'start_time': '1597663425', 'collection_name': 'sy_news_finance_eastday_raw', 'end_time': '1597663431', 'spider_name': 'caijing_eastday_caijing'}  消息处理总量:2条
2020-08-19 at 12:55:50 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_thepaper_raw', 'end_time': '1597663476', 'spider_name': 'caijing_thepaper_cjgs', 'start_time': '1597663476'}  消息处理总量:1条
2020-08-19 at 12:55:51 | SUCCESS | 消息内容:{'start_time': '1597663450', 'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1597663479', 'spider_name': 'caijing_jrj_ss'}  消息处理总量:0条
2020-08-19 at 12:55:51 | SUCCESS | 消息内容:{'start_time': '1597663455', 'spider_name': 'caijing_iyiou_kuaixun', 'end_time': '1597663458', 'collection_name': 'sy_news_finance_iyiou_raw'}  消息处理总量:3条
2020-08-19 at 12:55:54 | SUCCESS | 消息内容:{'start_time': '1597663502', 'spider_name': 'caijing_leju_lejucaijing_all', 'end_time': '1597663502', 'collection_name': 'sy_news_finance_leju_raw'}  消息处理总量:1条
2020-08-19 at 12:55:58 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597663479', 'end_time': '1597663479', 'spider_name': 'caijing_eastmoney_ccjxw'}  消息处理总量:1条
2020-08-19 at 12:56:00 | SUCCESS | 消息内容:{'start_time': '1597663528', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597663528', 'spider_name': 'caijing_eastmoney_cgnjj'}  消息处理总量:1条
2020-08-19 at 12:56:04 | SUCCESS | 消息内容:{'start_time': '1597663635', 'collection_name': 'sy_news_finance_huxiu_raw', 'end_time': '1597663635', 'spider_name': 'caijing_huxiu_zixun'}  消息处理总量:1条
2020-08-19 at 12:56:05 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_gsxw', 'end_time': '1597663547', 'start_time': '1597663542'}  消息处理总量:5条
2020-08-19 at 12:56:07 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1597663636', 'spider_name': 'caijing_sina_guonei', 'start_time': '1597663635'}  消息处理总量:4条
2020-08-19 at 12:56:09 | SUCCESS | 消息内容:{'start_time': '1597663646', 'collection_name': 'sy_news_finance_36kr_raw', 'end_time': '1597663646', 'spider_name': 'caijing_36kr_zixun'}  消息处理总量:1条
2020-08-19 at 12:56:10 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_guancha_raw', 'start_time': '1597663715', 'spider_name': 'caijing_guancha_dagongsi', 'end_time': '1597663715'}  消息处理总量:1条
2020-08-19 at 12:56:11 | SUCCESS | 消息内容:{'start_time': '1597663662', 'spider_name': 'caijing_cnstock_news_all', 'end_time': '1597663662', 'collection_name': 'sy_news_finance_cnstock_raw'}  消息处理总量:1条
2020-08-19 at 12:56:15 | SUCCESS | 消息内容:{'start_time': '1597663726', 'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1597663727', 'spider_name': 'caijing_jrj_gncj'}  消息处理总量:3条
2020-08-19 at 12:56:15 | SUCCESS | 消息内容:{'start_time': '1597663734', 'spider_name': 'caijing_eastday_caijing', 'end_time': '1597663742', 'collection_name': 'sy_news_finance_eastday_raw'}  消息处理总量:2条
2020-08-19 at 12:56:34 | SUCCESS | 消息内容:{'start_time': '1597663788', 'spider_name': 'caijing_eastmoney_ccjxw', 'end_time': '1597663788', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:2条
2020-08-19 at 12:56:37 | SUCCESS | 消息内容:{'start_time': '1597663764', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1597663765', 'spider_name': 'caijing_sina_chanjing'}  消息处理总量:4条
2020-08-19 at 12:56:39 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_yicai_raw', 'spider_name': 'caijing_yicai_dz', 'end_time': '1597663806', 'start_time': '1597663806'}  消息处理总量:1条
2020-08-19 at 12:56:40 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597663733', 'spider_name': 'caijing_eastmoney_hk_all', 'start_time': '1597663723'}  消息处理总量:11条
2020-08-19 at 12:56:41 | SUCCESS | 消息内容:{'start_time': '1597663817', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1597663817', 'spider_name': 'caijing_sina_ssgs'}  消息处理总量:1条
2020-08-19 at 12:56:46 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_stock_all', 'end_time': '1597663818', 'start_time': '1597663818'}  消息处理总量:2条
2020-08-19 at 12:56:51 | SUCCESS | 消息内容:{'start_time': '1597663817', 'spider_name': 'caijing_10jqka_zqzx', 'end_time': '1597663817', 'collection_name': 'sy_news_finance_10jqka_raw'}  消息处理总量:1条
2020-08-19 at 12:56:52 | SUCCESS | 消息内容:{'start_time': '1597663865', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597663866', 'spider_name': 'caijing_eastmoney_caijing'}  消息处理总量:3条
2020-08-19 at 12:56:53 | SUCCESS | 消息内容:{'start_time': '1597663926', 'spider_name': 'caijing_cs_jigou', 'end_time': '1597663926', 'collection_name': 'sy_news_finance_cs_raw'}  消息处理总量:1条
2020-08-19 at 12:56:56 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_thepaper_raw', 'start_time': '1597663834', 'spider_name': 'caijing_thepaper_cjsxy', 'end_time': '1597663835'}  消息处理总量:3条
2020-08-19 at 12:56:57 | SUCCESS | 消息内容:{'start_time': '1597663943', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1597663943', 'spider_name': 'caijing_sina_guonei'}  消息处理总量:1条
2020-08-19 at 12:57:01 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_gmw_raw', 'spider_name': 'caijing_gmw_chanjing', 'end_time': '1597663972', 'start_time': '1597663972'}  消息处理总量:2条
2020-08-19 at 12:57:10 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnstock_raw', 'start_time': '1597664023', 'end_time': '1597664025', 'spider_name': 'caijing_cnstock_ssgs_all'}  消息处理总量:5条
2020-08-19 at 12:57:11 | SUCCESS | 消息内容:{'start_time': '1597664015', 'spider_name': 'caijing_cs_cjyw', 'end_time': '1597664015', 'collection_name': 'sy_news_finance_cs_raw'}  消息处理总量:2条
2020-08-19 at 12:57:27 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_yuncaijing_raw', 'spider_name': 'caijing_yuncaijing_neican', 'end_time': '1597664041', 'start_time': '1597664034'}  消息处理总量:6条
2020-08-19 at 12:57:41 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastday_raw', 'spider_name': 'caijing_eastday_caijing', 'end_time': '1597664052', 'start_time': '1597664046'}  消息处理总量:5条
2020-08-19 at 12:57:47 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1597664074', 'spider_name': 'caijing_sina_chanjing', 'end_time': '1597664076'}  消息处理总量:4条
2020-08-19 at 12:57:57 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_leju_raw', 'spider_name': 'caijing_leju_lejucaijing_all', 'end_time': '1597664017', 'start_time': '1597664017'}  消息处理总量:1条
2020-08-19 at 12:58:01 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_hk_all', 'end_time': '1597664097', 'start_time': '1597664095'}  消息处理总量:6条
2020-08-19 at 12:58:06 | SUCCESS | 消息内容:{'start_time': '1597664014', 'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1597664030', 'spider_name': 'caijing_hexun_gsyw'}  消息处理总量:27条
2020-08-19 at 12:58:08 | SUCCESS | 消息内容:{'start_time': '1597664143', 'collection_name': 'sy_news_finance_stockstar_raw', 'end_time': '1597664143', 'spider_name': 'caijing_stockstar_zqyw'}  消息处理总量:1条
2020-08-19 at 12:58:10 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597664149', 'spider_name': 'caijing_eastmoney_cgnjj', 'end_time': '1597664152'}  消息处理总量:5条
2020-08-19 at 12:58:16 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_chanjing', 'end_time': '1597664169', 'start_time': '1597664165'}  消息处理总量:8条
2020-08-19 at 12:58:22 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597664119', 'spider_name': 'caijing_eastmoney_stock_all', 'end_time': '1597664128'}  消息处理总量:5条
2020-08-19 at 12:58:23 | SUCCESS | 消息内容:{'start_time': '1597664177', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597664185', 'spider_name': 'caijing_eastmoney_caijing'}  消息处理总量:10条
2020-08-19 at 12:58:25 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cs_raw', 'start_time': '1597664246', 'spider_name': 'caijing_cs_gsxw', 'end_time': '1597664246'}  消息处理总量:1条
2020-08-19 at 12:58:25 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_mysteel_raw', 'spider_name': 'caijing_mysteel_zonghe_all', 'end_time': '1597664189', 'start_time': '1597664179'}  消息处理总量:2条
2020-08-19 at 12:58:27 | SUCCESS | 消息内容:{'start_time': '1597664252', 'collection_name': 'sy_news_finance_nbd_raw', 'end_time': '1597664252', 'spider_name': 'caijing_nbd_jinrong_all'}  消息处理总量:1条
2020-08-19 at 12:58:30 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1597664253', 'spider_name': 'caijing_sina_guonei', 'end_time': '1597664253'}  消息处理总量:1条
2020-08-19 at 12:58:36 | SUCCESS | 消息内容:{'start_time': '1597664268', 'spider_name': 'caijing_36kr_zixun', 'end_time': '1597664278', 'collection_name': 'sy_news_finance_36kr_raw'}  消息处理总量:2条
2020-08-19 at 12:58:37 | SUCCESS | 消息内容:{'start_time': '1597664231', 'collection_name': 'sy_news_finance_chinatimes_raw', 'end_time': '1597664231', 'spider_name': 'caijing_chinatimes_all'}  消息处理总量:1条
2020-08-19 at 12:58:45 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_gsxw', 'start_time': '1597664282', 'end_time': '1597664291'}  消息处理总量:7条
2020-08-19 at 12:58:45 | SUCCESS | 消息内容:{'start_time': '1597664346', 'collection_name': 'sy_news_finance_bjnews_raw', 'end_time': '1597664346', 'spider_name': 'caijing_bjnews_finance'}  消息处理总量:1条
2020-08-19 at 12:58:47 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw', 'end_time': '1597664326', 'start_time': '1597664325'}  消息处理总量:2条
2020-08-19 at 12:58:54 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_lieyunwang_raw', 'start_time': '1597664355', 'spider_name': 'caijing_lieyunwang_zixun', 'end_time': '1597664355'}  消息处理总量:1条
2020-08-19 at 12:58:56 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_yuncaijing_raw', 'spider_name': 'caijing_yuncaijing_neican', 'end_time': '1597664351', 'start_time': '1597664344'}  消息处理总量:2条
2020-08-19 at 12:58:57 | SUCCESS | 消息内容:{'start_time': '1597664356', 'collection_name': 'sy_news_finance_eastday_raw', 'end_time': '1597664379', 'spider_name': 'caijing_eastday_caijing'}  消息处理总量:4条
2020-08-19 at 12:59:02 | SUCCESS | 消息内容:{'start_time': '1597664435', 'spider_name': 'caijing_sina_ssgs', 'end_time': '1597664435', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:1条
2020-08-19 at 12:59:05 | SUCCESS | 消息内容:{'start_time': '1597664459', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597664459', 'spider_name': 'caijing_eastmoney_cgnjj'}  消息处理总量:1条
2020-08-19 at 12:59:08 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597664411', 'spider_name': 'caijing_eastmoney_ccjxw', 'start_time': '1597664408'}  消息处理总量:5条
2020-08-19 at 12:59:08 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_hk_all', 'end_time': '1597664465', 'start_time': '1597664465'}  消息处理总量:2条
2020-08-19 at 12:59:11 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_hongguan', 'start_time': '1597664502', 'end_time': '1597664502'}  消息处理总量:1条
2020-08-19 at 12:59:15 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_bioon_raw', 'spider_name': 'caijing_bioon_zhyx', 'end_time': '1597664515', 'start_time': '1597664515'}  消息处理总量:0条
2020-08-19 at 12:59:17 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_stock_all', 'end_time': '1597664486', 'start_time': '1597664486'}  消息处理总量:3条
2020-08-19 at 12:59:20 | SUCCESS | 消息内容:{'start_time': '1597664563', 'spider_name': 'caijing_sina_guonei', 'end_time': '1597664563', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:1条
2020-08-19 at 12:59:25 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_huxiu_raw', 'spider_name': 'caijing_huxiu_zixun', 'end_time': '1597664548', 'start_time': '1597664542'}  消息处理总量:2条
2020-08-19 at 12:59:25 | SUCCESS | 消息内容:{'start_time': '1597664486', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597664490', 'spider_name': 'caijing_eastmoney_caijing'}  消息处理总量:8条
2020-08-19 at 12:59:27 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_stcn_raw', 'spider_name': 'caijing_stcn_gs', 'end_time': '1597664565', 'start_time': '1597664564'}  消息处理总量:3条
2020-08-19 at 12:59:28 | SUCCESS | 消息内容:{'start_time': '1597664574', 'collection_name': 'sy_news_finance_36kr_raw', 'end_time': '1597664574', 'spider_name': 'caijing_36kr_zixun'}  消息处理总量:1条
2020-08-19 at 12:59:33 | SUCCESS | 消息内容:{'start_time': '1597664574', 'collection_name': 'sy_news_finance_leju_raw', 'end_time': '1597664624', 'spider_name': 'caijing_leju_lejucaijing_all'}  消息处理总量:2条
2020-08-19 at 12:59:33 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_qq_raw', 'end_time': '1597664583', 'start_time': '1597664583', 'spider_name': 'caijing_qq_zhaiquan'}  消息处理总量:1条
2020-08-19 at 12:59:34 | SUCCESS | 消息内容:{'start_time': '1597664635', 'spider_name': 'caijing_hexun_gsyw', 'end_time': '1597664636', 'collection_name': 'sy_news_finance_hexun_raw'}  消息处理总量:3条
2020-08-19 at 12:59:37 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cs_raw', 'end_time': '1597664634', 'spider_name': 'caijing_cs_cjyw', 'start_time': '1597664634'}  消息处理总量:1条
2020-08-19 at 12:59:40 | SUCCESS | 消息内容:{'start_time': '1597664557', 'collection_name': 'sy_news_finance_sina_blog_raw', 'end_time': '1597664557', 'spider_name': 'caijing_sina_blog'}  消息处理总量:1条
2020-08-19 at 12:59:40 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_gncj', 'end_time': '1597664658', 'start_time': '1597664658'}  消息处理总量:1条
2020-08-19 at 12:59:42 | SUCCESS | 消息内容:{'start_time': '1597664683', 'collection_name': 'sy_news_finance_gucheng_raw', 'end_time': '1597664683', 'spider_name': 'caijing_gucheng_gundong'}  消息处理总量:1条
2020-08-19 at 12:59:45 | SUCCESS | 消息内容:{'start_time': '1597664656', 'collection_name': 'sy_news_finance_yuncaijing_raw', 'end_time': '1597664658', 'spider_name': 'caijing_yuncaijing_neican'}  消息处理总量:2条
2020-08-19 at 12:59:46 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastday_raw', 'spider_name': 'caijing_eastday_caijing', 'end_time': '1597664690', 'start_time': '1597664668'}  消息处理总量:2条
2020-08-19 at 12:59:46 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1597664655', 'spider_name': 'caijing_eastmoney_gsxw', 'end_time': '1597664658'}  消息处理总量:2条
2020-08-19 at 12:59:50 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_iyiou_raw', 'spider_name': 'caijing_iyiou_kuaixun', 'start_time': '1597664699', 'end_time': '1597664700'}  消息处理总量:2条
2020-08-19 at 12:59:52 | SUCCESS | 消息内容:{'start_time': '1597664719', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597664720', 'spider_name': 'caijing_eastmoney_ccjxw'}  消息处理总量:2条
2020-08-19 at 12:59:52 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_163_raw', 'spider_name': 'caijing_163_gupiao', 'end_time': '1597664736', 'start_time': '1597664736'}  消息处理总量:1条
2020-08-19 at 12:59:54 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_10jqka_raw', 'spider_name': 'caijing_10jqka_cjyw', 'end_time': '1597664702', 'start_time': '1597664688'}  消息处理总量:1条
2020-08-19 at 13:00:00 | SUCCESS | 消息内容:{'start_time': '1597664763', 'collection_name': 'sy_news_finance_cnstock_raw', 'end_time': '1597664765', 'spider_name': 'caijing_cnstock_news_all'}  消息处理总量:4条
2020-08-19 at 13:00:03 | SUCCESS | 消息内容:{'start_time': '1597664795', 'collection_name': 'sy_news_finance_jiemian_raw', 'end_time': '1597664795', 'spider_name': 'caijing_jiemian_zq'}  消息处理总量:1条
2020-08-19 at 13:00:03 | SUCCESS | 消息内容:{'start_time': '1597664788', 'spider_name': 'caijing_jrj_chanjing', 'end_time': '1597664791', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:7条
2020-08-19 at 13:00:09 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_hk_all', 'end_time': '1597664843', 'start_time': '1597664835'}  消息处理总量:2条
2020-08-19 at 13:00:10 | SUCCESS | 消息内容:{'start_time': '1597664812', 'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1597664813', 'spider_name': 'caijing_hexun_hongguan'}  消息处理总量:2条
2020-08-19 at 13:00:11 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597664779', 'spider_name': 'caijing_eastmoney_cgnjj', 'start_time': '1597664772'}  消息处理总量:7条
2020-08-19 at 13:00:12 | SUCCESS | 消息内容:{'start_time': '1597664865', 'spider_name': 'caijing_cs_gsxw', 'end_time': '1597664865', 'collection_name': 'sy_news_finance_cs_raw'}  消息处理总量:1条
2020-08-19 at 13:00:16 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_smm_raw', 'spider_name': 'caijing_smm_yaowen', 'start_time': '1597664863', 'end_time': '1597664863'}  消息处理总量:1条
2020-08-19 at 13:00:17 | SUCCESS | 消息内容:{'start_time': '1597664895', 'spider_name': 'caijing_sina_kcb', 'end_time': '1597664895', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:1条
2020-08-19 at 13:00:19 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_youth_raw', 'spider_name': 'caijing_youth_djgj', 'start_time': '1597664903', 'end_time': '1597664903'}  消息处理总量:1条
2020-08-19 at 13:00:20 | SUCCESS | 消息内容:{'start_time': '1597664872', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1597664872', 'spider_name': 'caijing_sina_guonei'}  消息处理总量:3条
2020-08-19 at 13:00:21 | SUCCESS | 消息内容:{'start_time': '1597664973', 'collection_name': 'sy_news_finance_jiemian_raw', 'end_time': '1597664974', 'spider_name': 'caijing_jiemian_jt'}  消息处理总量:0条
2020-08-19 at 13:00:22 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_36kr_raw', 'spider_name': 'caijing_36kr_zixun', 'start_time': '1597664884', 'end_time': '1597664884'}  消息处理总量:1条
2020-08-19 at 13:00:22 | SUCCESS | 消息内容:{'start_time': '1597664902', 'spider_name': 'caijing_pedaily_gundong', 'end_time': '1597664902', 'collection_name': 'sy_news_finance_pedaily_raw'}  消息处理总量:1条
2020-08-19 at 13:00:25 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_qq_raw', 'spider_name': 'caijing_qq_chanye', 'end_time': '1597665024', 'start_time': '1597665024'}  消息处理总量:1条
2020-08-19 at 13:00:30 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1597665002', 'spider_name': 'caijing_sina_chanjing', 'start_time': '1597665002'}  消息处理总量:2条
2020-08-19 at 13:00:31 | SUCCESS | 消息内容:{'start_time': '1597664977', 'collection_name': 'sy_news_finance_eastday_raw', 'end_time': '1597664977', 'spider_name': 'caijing_eastday_caijing'}  消息处理总量:1条
2020-08-19 at 13:00:36 | SUCCESS | 消息内容:{'start_time': '1597665079', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597665079', 'spider_name': 'caijing_eastmoney_cgnjj'}  消息处理总量:1条
2020-08-19 at 13:00:43 | SUCCESS | 消息内容:{'start_time': '1597665095', 'collection_name': 'sy_news_finance_cnstock_raw', 'end_time': '1597665095', 'spider_name': 'caijing_cnstock_cyjj'}  消息处理总量:2条
2020-08-19 at 13:00:45 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ccjxw', 'end_time': '1597665031', 'start_time': '1597665028'}  消息处理总量:9条
2020-08-19 at 13:01:01 | SUCCESS | 消息内容:{'start_time': '1597665105', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597665109', 'spider_name': 'caijing_eastmoney_caijing'}  消息处理总量:4条
2020-08-19 at 13:01:03 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnstock_raw', 'spider_name': 'caijing_cnstock_ssgs_all', 'end_time': '1597665126', 'start_time': '1597665123'}  消息处理总量:7条
2020-08-19 at 13:01:21 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1597665033', 'spider_name': 'caijing_eastmoney_gsxw', 'start_time': '1597665023'}  消息处理总量:19条
2020-08-19 at 13:01:21 | SUCCESS | 消息内容:{'start_time': '1597665101', 'collection_name': 'sy_news_finance_mysteel_raw', 'end_time': '1597665120', 'spider_name': 'caijing_mysteel_zonghe_all'}  消息处理总量:3条
2020-08-19 at 13:01:22 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_nbd_raw', 'spider_name': 'caijing_nbd_quanshang_all', 'end_time': '1597665162', 'start_time': '1597665162'}  消息处理总量:1条
