2020-04-22 at 13:40:00 | SUCCESS | 消息内容:{'end_time': '1587533944', 'spider_name': 'caijing_yicai_dz', 'start_time': '1587533944', 'collection_name': 'sy_news_finance_yicai_raw'}  消息处理总量:1条
2020-04-23 at 07:35:48 | SUCCESS | 消息内容:{'start_time': '1587598495', 'end_time': '1587598495', 'spider_name': 'caijing_jrj_xsb', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:1条
2020-04-23 at 07:36:23 | SUCCESS | 消息内容:{'end_time': '1587598524', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw', 'start_time': '1587598522'}  消息处理总量:3条
2020-04-23 at 07:36:41 | SUCCESS | 消息内容:{'spider_name': 'caijing_jrj_gncj', 'start_time': '1587598544', 'end_time': '1587598545', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:2条
2020-04-23 at 07:37:13 | SUCCESS | 消息内容:{'start_time': '1587598574', 'end_time': '1587598574', 'spider_name': 'caijing_jrj_ss', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:1条
2020-04-23 at 07:37:20 | SUCCESS | 消息内容:{'end_time': '1587598583', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_chanjing', 'start_time': '1587598581'}  消息处理总量:3条
2020-04-23 at 07:37:39 | SUCCESS | 消息内容:{'spider_name': 'caijing_hexun_hysk', 'start_time': '1587598601', 'end_time': '1587598601', 'collection_name': 'sy_news_finance_hexun_raw'}  消息处理总量:1条
2020-04-23 at 07:37:48 | SUCCESS | 消息内容:{'start_time': '1587598607', 'end_time': '1587598610', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:6条
2020-04-23 at 07:38:10 | SUCCESS | 消息内容:{'end_time': '1587598634', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_ssgs', 'start_time': '1587598634'}  消息处理总量:1条
2020-04-23 at 07:38:45 | SUCCESS | 消息内容:{'spider_name': 'caijing_163_gupiao', 'start_time': '1587598655', 'end_time': '1587598659', 'collection_name': 'sy_news_finance_163_raw'}  消息处理总量:8条
2020-04-23 at 07:38:48 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1587598675', 'spider_name': 'caijing_jrj_chanjing', 'start_time': '1587598674'}  消息处理总量:2条
2020-04-23 at 07:39:53 | SUCCESS | 消息内容:{'end_time': '1587598733', 'collection_name': 'sy_news_finance_jiemian_raw', 'spider_name': 'caijing_jiemian_hg', 'start_time': '1587598733'}  消息处理总量:1条
2020-04-23 at 07:40:24 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1587598763', 'start_time': '1587598761'}  消息处理总量:2条
2020-04-23 at 07:41:28 | SUCCESS | 消息内容:{'start_time': '1587598832', 'end_time': '1587598832', 'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw'}  消息处理总量:1条
2020-04-23 at 07:41:40 | SUCCESS | 消息内容:{'end_time': '1587598833', 'collection_name': 'sy_news_finance_china_raw', 'spider_name': 'caijing_china_hg', 'start_time': '1587598832'}  消息处理总量:3条
2020-04-23 at 07:42:30 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_chanjing', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1587598892', 'start_time': '1587598891'}  消息处理总量:2条
2020-04-23 at 07:42:48 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jiemian_raw', 'end_time': '1587598912', 'spider_name': 'caijing_jiemian_zq', 'start_time': '1587598912'}  消息处理总量:1条
2020-04-23 at 07:42:54 | SUCCESS | 消息内容:{'end_time': '1587598918', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ccjxw', 'start_time': '1587598917'}  消息处理总量:3条
2020-04-23 at 07:43:09 | SUCCESS | 消息内容:{'spider_name': 'caijing_cnstock_ssgs', 'start_time': '1587598931', 'end_time': '1587598931', 'collection_name': 'sy_news_finance_cnstock_raw'}  消息处理总量:1条
2020-04-23 at 07:43:18 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnfol_raw', 'end_time': '1587598941', 'spider_name': 'caijing_cnfol_gegu', 'start_time': '1587598941'}  消息处理总量:1条
2020-04-23 at 07:43:45 | SUCCESS | 消息内容:{'end_time': '1587598968', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_cgnjj', 'start_time': '1587598968'}  消息处理总量:2条
2020-04-23 at 07:44:11 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_caijing', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1587598995', 'start_time': '1587598994'}  消息处理总量:2条
2020-04-23 at 07:44:57 | SUCCESS | 消息内容:{'start_time': '1587599034', 'end_time': '1587599035', 'spider_name': 'caijing_ce_gsdt', 'collection_name': 'sy_news_finance_ce_raw'}  消息处理总量:3条
2020-04-23 at 07:45:36 | SUCCESS | 消息内容:{'end_time': '1587599077', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_guonei', 'start_time': '1587599072'}  消息处理总量:4条
2020-04-23 at 07:46:08 | SUCCESS | 消息内容:{'spider_name': 'caijing_163_gegu', 'collection_name': 'sy_news_finance_163_raw', 'end_time': '1587599114', 'start_time': '1587599114'}  消息处理总量:1条
2020-04-23 at 07:46:43 | SUCCESS | 消息内容:{'start_time': '1587599146', 'end_time': '1587599146', 'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw'}  消息处理总量:1条
2020-04-23 at 07:47:00 | SUCCESS | 消息内容:{'end_time': '1587599165', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_gncj', 'start_time': '1587599165'}  消息处理总量:1条
2020-04-23 at 07:47:37 | SUCCESS | 消息内容:{'spider_name': 'caijing_jrj_ss', 'start_time': '1587599194', 'end_time': '1587599196', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:4条
2020-04-23 at 07:48:03 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_ce_raw', 'end_time': '1587599218', 'spider_name': 'caijing_ce_hy', 'start_time': '1587599214'}  消息处理总量:2条
2020-04-23 at 07:48:04 | SUCCESS | 消息内容:{'end_time': '1587599203', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_chanjing', 'start_time': '1587599201'}  消息处理总量:3条
2020-04-23 at 07:48:18 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1587599238', 'start_time': '1587599227'}  消息处理总量:9条
2020-04-23 at 07:48:43 | SUCCESS | 消息内容:{'start_time': '1587599255', 'end_time': '1587599256', 'spider_name': 'caijing_sina_ssgs', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:5条
2020-04-23 at 07:48:52 | SUCCESS | 消息内容:{'end_time': '1587599269', 'collection_name': 'sy_news_finance_163_raw', 'spider_name': 'caijing_163_gupiao', 'start_time': '1587599265'}  消息处理总量:7条
2020-04-23 at 07:48:54 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1587599277', 'start_time': '1587599277'}  消息处理总量:1条
2020-04-23 at 07:49:14 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1587599294', 'spider_name': 'caijing_jrj_chanjing', 'start_time': '1587599294'}  消息处理总量:1条
2020-04-23 at 07:49:19 | SUCCESS | 消息内容:{'end_time': '1587599304', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_caijing', 'start_time': '1587599304'}  消息处理总量:1条
2020-04-23 at 07:50:29 | SUCCESS | 消息内容:{'spider_name': 'caijing_cs_gsxw', 'collection_name': 'sy_news_finance_cs_raw', 'end_time': '1587599375', 'start_time': '1587599375'}  消息处理总量:1条
2020-04-23 at 07:50:42 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1587599385', 'spider_name': 'caijing_sina_guonei', 'start_time': '1587599381'}  消息处理总量:7条
2020-04-23 at 07:52:11 | SUCCESS | 消息内容:{'end_time': '1587599468', 'collection_name': 'sy_news_finance_china_raw', 'spider_name': 'caijing_china_zq', 'start_time': '1587599462'}  消息处理总量:11条
2020-04-23 at 07:52:50 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_chanjing', 'start_time': '1587599511', 'end_time': '1587599513', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:4条
2020-04-23 at 07:53:32 | SUCCESS | 消息内容:{'end_time': '1587599554', 'collection_name': 'sy_news_finance_cnstock_raw', 'spider_name': 'caijing_cnstock_ssgs', 'start_time': '1587599552'}  消息处理总量:4条
2020-04-23 at 07:53:34 | SUCCESS | 消息内容:{'start_time': '1587599552', 'end_time': '1587599554', 'spider_name': 'caijing_cnfol_gegu', 'collection_name': 'sy_news_finance_cnfol_raw'}  消息处理总量:4条
2020-04-23 at 07:54:07 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_ccjxw', 'start_time': '1587599538', 'end_time': '1587599564', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:45条
2020-04-23 at 07:55:08 | SUCCESS | 消息内容:{'start_time': '1587599652', 'end_time': '1587599652', 'spider_name': 'caijing_sohu_xsb', 'collection_name': 'sy_news_finance_sohu_raw'}  消息处理总量:1条
2020-04-23 at 07:55:52 | SUCCESS | 消息内容:{'end_time': '1587599695', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_guonei', 'start_time': '1587599692'}  消息处理总量:4条
2020-04-23 at 07:56:50 | SUCCESS | 消息内容:{'spider_name': 'caijing_china_ny', 'collection_name': 'sy_news_finance_china_raw', 'end_time': '1587599752', 'start_time': '1587599752'}  消息处理总量:2条
2020-04-23 at 07:56:59 | SUCCESS | 消息内容:{'start_time': '1587599762', 'end_time': '1587599762', 'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw'}  消息处理总量:2条
2020-04-23 at 07:57:19 | SUCCESS | 消息内容:{'spider_name': 'caijing_jrj_gncj', 'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1587599785', 'start_time': '1587599784'}  消息处理总量:2条
2020-04-23 at 07:57:21 | SUCCESS | 消息内容:{'end_time': '1587599774', 'collection_name': 'sy_news_finance_caixin_raw', 'spider_name': 'caijing_caixin_companies', 'start_time': '1587599772'}  消息处理总量:2条
2020-04-23 at 07:58:01 | SUCCESS | 消息内容:{'end_time': '1587599824', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_chanjing', 'start_time': '1587599822'}  消息处理总量:4条
2020-04-23 at 07:58:13 | SUCCESS | 消息内容:{'start_time': '1587599814', 'end_time': '1587599825', 'spider_name': 'caijing_jrj_ss', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:20条
2020-04-23 at 07:58:49 | SUCCESS | 消息内容:{'spider_name': 'caijing_cnstock_cyjj', 'start_time': '1587599872', 'end_time': '1587599872', 'collection_name': 'sy_news_finance_cnstock_raw'}  消息处理总量:1条
2020-04-23 at 07:58:51 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_163_raw', 'end_time': '1587599875', 'spider_name': 'caijing_163_gupiao', 'start_time': '1587599875'}  消息处理总量:2条
2020-04-23 at 07:59:00 | SUCCESS | 消息内容:{'end_time': '1587599878', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_ssgs', 'start_time': '1587599875'}  消息处理总量:6条
2020-04-23 at 07:59:29 | SUCCESS | 消息内容:{'spider_name': 'caijing_jrj_chanjing', 'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1587599915', 'start_time': '1587599914'}  消息处理总量:2条
2020-04-23 at 07:59:38 | SUCCESS | 消息内容:{'start_time': '1587599925', 'end_time': '1587599925', 'spider_name': 'caijing_eastmoney_caijing', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-04-23 at 08:00:15 | SUCCESS | 消息内容:{'end_time': '1587599956', 'collection_name': 'sy_news_finance_21jingji_raw', 'spider_name': 'caijing_21jingji_politics', 'start_time': '1587599952'}  消息处理总量:7条
2020-04-23 at 08:00:51 | SUCCESS | 消息内容:{'spider_name': 'caijing_cs_gsxw', 'start_time': '1587599994', 'end_time': '1587599995', 'collection_name': 'sy_news_finance_cs_raw'}  消息处理总量:3条
2020-04-23 at 08:01:01 | SUCCESS | 消息内容:{'start_time': '1587600003', 'end_time': '1587600004', 'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:3条
2020-04-23 at 08:03:09 | SUCCESS | 消息内容:{'end_time': '1587600135', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_chanjing', 'start_time': '1587600135'}  消息处理总量:1条
2020-04-23 at 08:03:23 | SUCCESS | 消息内容:{'spider_name': 'caijing_21jingji_money', 'collection_name': 'sy_news_finance_21jingji_raw', 'end_time': '1587600137', 'start_time': '1587600132'}  消息处理总量:9条
2020-04-23 at 08:03:52 | SUCCESS | 消息内容:{'end_time': '1587600174', 'collection_name': 'sy_news_finance_cnstock_raw', 'spider_name': 'caijing_cnstock_ssgs', 'start_time': '1587600171'}  消息处理总量:5条
2020-04-23 at 08:03:54 | SUCCESS | 消息内容:{'start_time': '1587600167', 'end_time': '1587600172', 'spider_name': 'caijing_cnfol_gegu', 'collection_name': 'sy_news_finance_cnfol_raw'}  消息处理总量:9条
2020-04-23 at 08:04:19 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_kcb', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1587600192', 'start_time': '1587600192'}  消息处理总量:2条
2020-04-23 at 08:04:56 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1587600222', 'spider_name': 'caijing_eastmoney_ccjxw', 'start_time': '1587600157'}  消息处理总量:32条
2020-04-23 at 08:05:12 | SUCCESS | 消息内容:{'end_time': '1587600325', 'collection_name': 'sy_news_hangye_chinaautonews_raw', 'spider_name': 'hangye_chinaautonews_news', 'start_time': '1587600322'}  消息处理总量:5条
2020-04-23 at 08:06:11 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_guonei', 'start_time': '1587600312', 'end_time': '1587600315', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:5条
2020-04-23 at 08:06:39 | SUCCESS | 消息内容:{'start_time': '1587600344', 'end_time': '1587600344', 'spider_name': 'caijing_stockstar_gs', 'collection_name': 'sy_news_finance_stockstar_raw'}  消息处理总量:1条
2020-04-23 at 08:07:22 | SUCCESS | 消息内容:{'end_time': '1587600385', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw', 'start_time': '1587600382'}  消息处理总量:6条
2020-04-23 at 08:08:25 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_chanjing', 'start_time': '1587600441', 'end_time': '1587600448', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:3条
2020-04-23 at 08:08:58 | SUCCESS | 消息内容:{'end_time': '1587600484', 'collection_name': 'sy_news_finance_163_raw', 'spider_name': 'caijing_163_gupiao', 'start_time': '1587600484'}  消息处理总量:1条
2020-04-23 at 08:09:03 | SUCCESS | 消息内容:{'start_time': '1587600467', 'end_time': '1587600480', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:22条
2020-04-23 at 08:09:09 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_ssgs', 'start_time': '1587600494', 'end_time': '1587600495', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:2条
2020-04-23 at 08:09:49 | SUCCESS | 消息内容:{'start_time': '1587600534', 'end_time': '1587600535', 'spider_name': 'caijing_jrj_chanjing', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:3条
2020-04-23 at 08:10:18 | SUCCESS | 消息内容:{'end_time': '1587600562', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_hongguan', 'start_time': '1587600562'}  消息处理总量:1条
2020-04-23 at 08:11:18 | SUCCESS | 消息内容:{'spider_name': 'caijing_cs_gsxw', 'collection_name': 'sy_news_finance_cs_raw', 'end_time': '1587600617', 'start_time': '1587600615'}  消息处理总量:4条
2020-04-23 at 08:11:20 | SUCCESS | 消息内容:{'start_time': '1587600624', 'end_time': '1587600625', 'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:3条
2020-04-23 at 08:11:59 | SUCCESS | 消息内容:{'end_time': '1587600735', 'collection_name': 'sy_news_hangye_ce_raw', 'spider_name': 'hangye_ce_news', 'start_time': '1587600735'}  消息处理总量:1条
2020-04-23 at 08:11:59 | SUCCESS | 消息内容:{'spider_name': 'caijing_china_hg', 'start_time': '1587600661', 'end_time': '1587600662', 'collection_name': 'sy_news_finance_china_raw'}  消息处理总量:2条
2020-04-23 at 08:12:26 | SUCCESS | 消息内容:{'start_time': '1587600674', 'end_time': '1587600682', 'spider_name': 'caijing_stcn_kcb', 'collection_name': 'sy_news_finance_stcn_raw'}  消息处理总量:6条
2020-04-23 at 08:12:37 | SUCCESS | 消息内容:{'end_time': '1587600697', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw', 'start_time': '1587600691'}  消息处理总量:6条
2020-04-23 at 08:13:04 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_smm_raw', 'end_time': '1587600793', 'spider_name': 'hangye_smm_news', 'start_time': '1587600793'}  消息处理总量:1条
2020-04-23 at 08:13:09 | SUCCESS | 消息内容:{'spider_name': 'caijing_jrj_gncj', 'start_time': '1587600714', 'end_time': '1587600725', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:18条
2020-04-23 at 08:13:29 | SUCCESS | 消息内容:{'end_time': '1587600748', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_ss', 'start_time': '1587600744'}  消息处理总量:9条
2020-04-23 at 08:13:29 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_chanjing', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1587600752', 'start_time': '1587600751'}  消息处理总量:2条
2020-04-23 at 08:13:55 | SUCCESS | 消息内容:{'start_time': '1587600771', 'end_time': '1587600772', 'spider_name': 'caijing_cnfol_gegu', 'collection_name': 'sy_news_finance_cnfol_raw'}  消息处理总量:2条
2020-04-23 at 08:14:58 | SUCCESS | 消息内容:{'end_time': '1587600842', 'collection_name': 'sy_news_finance_china_raw', 'spider_name': 'caijing_china_qiche', 'start_time': '1587600842'}  消息处理总量:1条
2020-04-23 at 08:15:10 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_caijing', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1587600855', 'start_time': '1587600855'}  消息处理总量:2条
2020-04-23 at 08:15:49 | SUCCESS | 消息内容:{'start_time': '1587600963', 'end_time': '1587600963', 'spider_name': 'hangye_cenews_yaowen', 'collection_name': 'sy_news_hangye_cenews_raw'}  消息处理总量:1条
2020-04-23 at 08:16:01 | SUCCESS | 消息内容:{'end_time': '1587600905', 'collection_name': 'sy_news_finance_thepaper_raw', 'spider_name': 'caijing_thepaper_cjgs', 'start_time': '1587600904'}  消息处理总量:3条
2020-04-23 at 08:16:29 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_guonei', 'start_time': '1587600932', 'end_time': '1587600934', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:2条
2020-04-23 at 08:17:39 | SUCCESS | 消息内容:{'start_time': '1587601001', 'end_time': '1587601003', 'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw'}  消息处理总量:4条
2020-04-23 at 08:17:54 | SUCCESS | 消息内容:{'end_time': '1587601019', 'collection_name': 'sy_news_finance_cnstock_raw', 'spider_name': 'caijing_cnstock_xsb', 'start_time': '1587601012'}  消息处理总量:3条
2020-04-23 at 08:18:41 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_chanjing', 'start_time': '1587601063', 'end_time': '1587601064', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:3条
2020-04-23 at 08:19:10 | SUCCESS | 消息内容:{'end_time': '1587601095', 'collection_name': 'sy_news_finance_163_raw', 'spider_name': 'caijing_163_gupiao', 'start_time': '1587601094'}  消息处理总量:2条
2020-04-23 at 08:19:11 | SUCCESS | 消息内容:{'spider_name': 'caijing_cnstock_cyjj', 'start_time': '1587601092', 'end_time': '1587601095', 'collection_name': 'sy_news_finance_cnstock_raw'}  消息处理总量:5条
2020-04-23 at 08:19:17 | SUCCESS | 消息内容:{'end_time': '1587601097', 'collection_name': 'sy_news_finance_cs_raw', 'spider_name': 'caijing_cs_hyzx', 'start_time': '1587601095'}  消息处理总量:6条
2020-04-23 at 08:19:30 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_ssgs', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1587601115', 'start_time': '1587601114'}  消息处理总量:3条
2020-04-23 at 08:19:53 | SUCCESS | 消息内容:{'end_time': '1587601112', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ccjxw', 'start_time': '1587601086'}  消息处理总量:40条
2020-04-23 at 08:20:24 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_caijing', 'start_time': '1587601165', 'end_time': '1587601165', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-04-23 at 08:20:39 | SUCCESS | 消息内容:{'end_time': '1587601182', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_hongguan', 'start_time': '1587601182'}  消息处理总量:1条
2020-04-23 at 08:21:01 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1587601095', 'spider_name': 'caijing_jrj_gncj', 'start_time': '1587601024'}  消息处理总量:115条
2020-04-23 at 08:21:09 | SUCCESS | 消息内容:{'spider_name': 'caijing_cnstock_kcb', 'collection_name': 'sy_news_finance_cnstock_raw', 'end_time': '1587601214', 'start_time': '1587601212'}  消息处理总量:2条
2020-04-23 at 08:21:31 | SUCCESS | 消息内容:{'end_time': '1587601235', 'collection_name': 'sy_news_finance_cs_raw', 'spider_name': 'caijing_cs_gsxw', 'start_time': '1587601234'}  消息处理总量:3条
2020-04-23 at 08:21:40 | SUCCESS | 消息内容:{'start_time': '1587601242', 'end_time': '1587601244', 'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:3条
2020-04-23 at 08:22:09 | SUCCESS | 消息内容:{'spider_name': 'hangye_epwho_news', 'collection_name': 'sy_news_hangye_epwho_raw', 'end_time': '1587601340', 'start_time': '1587601335'}  消息处理总量:2条
2020-04-23 at 08:22:15 | SUCCESS | 消息内容:{'end_time': '1587601274', 'collection_name': 'sy_news_finance_china_raw', 'spider_name': 'caijing_china_zq', 'start_time': '1587601272'}  消息处理总量:7条
2020-04-23 at 08:22:17 | SUCCESS | 消息内容:{'start_time': '1587601272', 'end_time': '1587601272', 'spider_name': 'caijing_china_hg', 'collection_name': 'sy_news_finance_china_raw'}  消息处理总量:3条
2020-04-23 at 08:23:10 | SUCCESS | 消息内容:{'spider_name': 'hangye_smm_news', 'start_time': '1587601402', 'end_time': '1587601403', 'collection_name': 'sy_news_hangye_smm_raw'}  消息处理总量:3条
2020-04-23 at 08:23:44 | SUCCESS | 消息内容:{'start_time': '1587601364', 'end_time': '1587601364', 'spider_name': 'caijing_jrj_ss', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:1条
2020-04-23 at 08:23:44 | SUCCESS | 消息内容:{'end_time': '1587601349', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_gncj', 'start_time': '1587601334'}  消息处理总量:25条
2020-04-23 at 08:23:50 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_chanjing', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1587601372', 'start_time': '1587601371'}  消息处理总量:2条
2020-04-23 at 08:24:10 | SUCCESS | 消息内容:{'end_time': '1587601386', 'collection_name': 'sy_news_finance_cnfol_raw', 'spider_name': 'caijing_cnfol_gegu', 'start_time': '1587601382'}  消息处理总量:8条
2020-04-23 at 08:24:20 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_qq_raw', 'end_time': '1587601402', 'spider_name': 'caijing_qq_chanye', 'start_time': '1587601402'}  消息处理总量:1条
2020-04-23 at 08:24:54 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_ccjxw', 'start_time': '1587601397', 'end_time': '1587601419', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:38条
2020-04-23 at 08:25:28 | SUCCESS | 消息内容:{'end_time': '1587601474', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_caijing', 'start_time': '1587601474'}  消息处理总量:1条
2020-04-23 at 08:26:49 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1587601552', 'spider_name': 'caijing_sina_guonei', 'start_time': '1587601551'}  消息处理总量:2条
2020-04-23 at 08:27:07 | SUCCESS | 消息内容:{'spider_name': 'caijing_stockstar_gs', 'collection_name': 'sy_news_finance_stockstar_raw', 'end_time': '1587601567', 'start_time': '1587601565'}  消息处理总量:5条
2020-04-23 at 08:27:41 | SUCCESS | 消息内容:{'end_time': '1587601606', 'collection_name': 'sy_news_finance_qq_raw', 'spider_name': 'caijing_qq_hongguan', 'start_time': '1587601605'}  消息处理总量:3条
2020-04-23 at 08:28:01 | SUCCESS | 消息内容:{'start_time': '1587601621', 'end_time': '1587601623', 'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw'}  消息处理总量:4条
2020-04-23 at 08:28:52 | SUCCESS | 消息内容:{'spider_name': 'hangye_cenews_yaowen', 'collection_name': 'sy_news_hangye_cenews_raw', 'end_time': '1587601744', 'start_time': '1587601742'}  消息处理总量:5条
2020-04-23 at 08:28:59 | SUCCESS | 消息内容:{'end_time': '1587601683', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_chanjing', 'start_time': '1587601683'}  消息处理总量:2条
2020-04-23 at 08:29:48 | SUCCESS | 消息内容:{'spider_name': 'caijing_hexun_hysk', 'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1587601732', 'start_time': '1587601732'}  消息处理总量:1条
2020-04-23 at 08:29:49 | SUCCESS | 消息内容:{'start_time': '1587601708', 'end_time': '1587601718', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:18条
2020-04-23 at 08:29:49 | SUCCESS | 消息内容:{'end_time': '1587601735', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_ssgs', 'start_time': '1587601734'}  消息处理总量:2条
2020-04-23 at 08:30:24 | SUCCESS | 消息内容:{'start_time': '1587601763', 'end_time': '1587601763', 'spider_name': 'caijing_qq_Agu', 'collection_name': 'sy_news_finance_qq_raw'}  消息处理总量:1条
2020-04-23 at 08:30:36 | SUCCESS | 消息内容:{'spider_name': 'caijing_jrj_chanjing', 'start_time': '1587601774', 'end_time': '1587601778', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:8条
