2020-06-02 at 16:46:41 | SUCCESS | 消息内容:{'start_time': '1591087592', 'spider_name': 'caijing_cb_chanye', 'end_time': '1591087592', 'collection_name': 'sy_news_finance_cb_raw'}  消息处理总量:1条
2020-06-02 at 17:25:39 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_thecapital_raw', 'spider_name': 'caijing_thecapital_zixun', 'end_time': '1591089885', 'start_time': '1591089885'}  消息处理总量:1条
2020-06-02 at 17:25:47 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1591089950', 'start_time': '1591089946', 'spider_name': 'caijing_eastmoney_ccjxw'}  消息处理总量:7条
2020-06-02 at 17:26:18 | SUCCESS | 消息内容:{'start_time': '1591089986', 'collection_name': 'sy_news_finance_yicai_raw', 'end_time': '1591089986', 'spider_name': 'caijing_yicai_Agu'}  消息处理总量:1条
2020-06-02 at 17:26:59 | SUCCESS | 消息内容:{'start_time': '1591090042', 'spider_name': 'hangye_cena_news', 'end_time': '1591090042', 'collection_name': 'sy_news_hangye_cena_raw'}  消息处理总量:1条
2020-06-02 at 17:27:05 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1591090026', 'start_time': '1591090024', 'spider_name': 'caijing_eastmoney_caijing'}  消息处理总量:2条
2020-06-02 at 17:28:33 | SUCCESS | 消息内容:{'start_time': '1591090022', 'collection_name': 'sy_news_finance_stockstar_raw', 'end_time': '1591090051', 'spider_name': 'caijing_stockstar_gs'}  消息处理总量:8条
2020-06-02 at 17:31:39 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_smm_raw', 'spider_name': 'hangye_smm_news', 'end_time': '1591090325', 'start_time': '1591090325'}  消息处理总量:1条
2020-06-02 at 17:31:41 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_askci_raw', 'end_time': '1591090274', 'spider_name': 'caijing_askci_gcy', 'start_time': '1591090273'}  消息处理总量:2条
2020-06-02 at 17:31:57 | SUCCESS | 消息内容:{'start_time': '1591090284', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1591090310', 'spider_name': 'caijing_sina_ssgs'}  消息处理总量:40条
2020-06-02 at 17:32:03 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_cgnjj', 'end_time': '1591090320', 'start_time': '1591090308'}  消息处理总量:16条
2020-06-02 at 17:32:07 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_pedaily_raw', 'end_time': '1591090315', 'spider_name': 'caijing_pedaily_gundong', 'start_time': '1591090312'}  消息处理总量:3条
2020-06-02 at 17:32:22 | SUCCESS | 消息内容:{'start_time': '1591090343', 'collection_name': 'sy_news_finance_ifeng_raw', 'end_time': '1591090343', 'spider_name': 'caijing_ifeng_hongguan'}  消息处理总量:3条
2020-06-02 at 17:32:55 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_10jqka_raw', 'spider_name': 'caijing_10jqka_cjyw', 'end_time': '1591090343', 'start_time': '1591090343'}  消息处理总量:1条
2020-06-02 at 17:33:33 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1591090414', 'start_time': '1591090412', 'spider_name': 'caijing_sina_guonei'}  消息处理总量:5条
2020-06-02 at 17:34:00 | SUCCESS | 消息内容:{'start_time': '1591090423', 'collection_name': 'sy_news_finance_36kr_raw', 'end_time': '1591090427', 'spider_name': 'caijing_36kr_zixun'}  消息处理总量:4条
2020-06-02 at 17:34:20 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cls_raw', 'end_time': '1591090457', 'spider_name': 'caijing_cls_shendu', 'start_time': '1591090453'}  消息处理总量:2条
2020-06-02 at 17:34:25 | SUCCESS | 消息内容:{'start_time': '1591090445', 'spider_name': 'caijing_cnfol_gegu', 'end_time': '1591090462', 'collection_name': 'sy_news_finance_cnfol_raw'}  消息处理总量:4条
2020-06-02 at 17:34:34 | SUCCESS | 消息内容:{'start_time': '1591090456', 'collection_name': 'sy_news_finance_thepaper_raw', 'end_time': '1591090457', 'spider_name': 'caijing_thepaper_cjgs'}  消息处理总量:2条
2020-06-02 at 17:34:48 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw', 'end_time': '1591090490', 'start_time': '1591090482'}  消息处理总量:13条
2020-06-02 at 17:35:00 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_ofweek_raw', 'end_time': '1591090524', 'start_time': '1591090524', 'spider_name': 'hangye_ofweek_chanye'}  消息处理总量:1条
2020-06-02 at 17:35:08 | SUCCESS | 消息内容:{'start_time': '1591090505', 'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1591090508', 'spider_name': 'caijing_jrj_gncj'}  消息处理总量:3条
2020-06-02 at 17:35:10 | SUCCESS | 消息内容:{'start_time': '1591090513', 'spider_name': 'caijing_guancha_shangshi', 'end_time': '1591090513', 'collection_name': 'sy_news_finance_guancha_raw'}  消息处理总量:2条
2020-06-02 at 17:35:16 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1591090517', 'spider_name': 'caijing_eastmoney_ganggu', 'start_time': '1591090514'}  消息处理总量:4条
2020-06-02 at 17:35:30 | SUCCESS | 消息内容:{'start_time': '1591090524', 'collection_name': 'sy_news_finance_10jqka_raw', 'end_time': '1591090524', 'spider_name': 'caijing_10jqka_hyyj'}  消息处理总量:1条
2020-06-02 at 17:35:36 | SUCCESS | 消息内容:{'start_time': '1591090516', 'spider_name': 'caijing_eastday_caijing', 'end_time': '1591090539', 'collection_name': 'sy_news_finance_eastday_raw'}  消息处理总量:4条
2020-06-02 at 17:35:58 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_iyiou_raw', 'end_time': '1591090550', 'start_time': '1591090550', 'spider_name': 'caijing_iyiou_kuaixun'}  消息处理总量:1条
2020-06-02 at 17:36:38 | SUCCESS | 消息内容:{'start_time': '1591090353', 'spider_name': 'caijing_china_chanjing', 'end_time': '1591090353', 'collection_name': 'sy_news_finance_china_raw'}  消息处理总量:1条
2020-06-02 at 17:36:43 | SUCCESS | 消息内容:{'start_time': '1591090567', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1591090582', 'spider_name': 'caijing_eastmoney_ccjxw'}  消息处理总量:17条
2020-06-02 at 17:37:04 | SUCCESS | 消息内容:{'start_time': '1591090565', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1591090565', 'spider_name': 'caijing_sina_zsscdt'}  消息处理总量:1条
2020-06-02 at 17:37:04 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1591090624', 'start_time': '1591090618', 'spider_name': 'caijing_eastmoney_cgnjj'}  消息处理总量:11条
2020-06-02 at 17:37:10 | SUCCESS | 消息内容:{'start_time': '1591090635', 'spider_name': 'caijing_jrj_chanjing', 'end_time': '1591090636', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:2条
2020-06-02 at 17:37:21 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1591090646', 'spider_name': 'caijing_eastmoney_caijing', 'start_time': '1591090646'}  消息处理总量:1条
2020-06-02 at 17:37:39 | SUCCESS | 消息内容:{'start_time': '1591090662', 'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1591090662', 'spider_name': 'caijing_hexun_hongguan'}  消息处理总量:1条
2020-06-02 at 17:37:49 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_zq', 'end_time': '1591090674', 'start_time': '1591090674'}  消息处理总量:1条
2020-06-02 at 17:38:12 | SUCCESS | 消息内容:{'start_time': '1591090692', 'collection_name': 'sy_news_finance_caijing_raw', 'end_time': '1591090693', 'spider_name': 'caijing_caijing_industry'}  消息处理总量:2条
2020-06-02 at 17:38:16 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_stockstar_raw', 'end_time': '1591090687', 'start_time': '1591090660', 'spider_name': 'caijing_stockstar_gs'}  消息处理总量:8条
2020-06-02 at 17:38:22 | SUCCESS | 消息内容:{'start_time': '1591090723', 'spider_name': 'hangye_dramx_news', 'end_time': '1591090723', 'collection_name': 'sy_news_hangye_dramx_raw'}  消息处理总量:1条
2020-06-02 at 17:38:25 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_bjnews_raw', 'end_time': '1591090706', 'spider_name': 'caijing_bjnews_finance', 'start_time': '1591090705'}  消息处理总量:2条
2020-06-02 at 17:38:48 | SUCCESS | 消息内容:{'start_time': '1591090722', 'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1591090722', 'spider_name': 'caijing_sina_guonei'}  消息处理总量:2条
2020-06-02 at 17:38:50 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_10jqka_raw', 'spider_name': 'caijing_10jqka_zqzx', 'end_time': '1591090704', 'start_time': '1591090704'}  消息处理总量:1条
