2020-09-01 at 09:22:53 | SUCCESS | 消息内容:{'end_time': '1598923286', 'start_time': '1598923286', 'spider_name': 'caijing_eastmoney_gsxw', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-09-01 at 10:13:43 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jiemian_raw', 'spider_name': 'caijing_jiemian_qiche', 'start_time': '1598926445', 'end_time': '1598926445'}  消息处理总量:1条
2020-09-01 at 10:13:49 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_menet_raw', 'start_time': '1598926444', 'spider_name': 'caijing_menet_zixun', 'end_time': '1598926446'}  消息处理总量:0条
2020-09-01 at 10:13:52 | SUCCESS | 消息内容:{'end_time': '1598926439', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1598926434', 'spider_name': 'caijing_hexun_hongguan'}  消息处理总量:9条
2020-09-01 at 10:13:59 | SUCCESS | 消息内容:{'end_time': '1598926399', 'start_time': '1598926397', 'spider_name': 'caijing_eastmoney_whdd', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:2条
2020-09-01 at 10:14:06 | SUCCESS | 消息内容:{'end_time': '1598926444', 'start_time': '1598926444', 'spider_name': 'caijing_10000link_hyqs', 'collection_name': 'sy_news_finance_10000link_raw'}  消息处理总量:1条
2020-09-01 at 10:15:02 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_aweb_raw', 'spider_name': 'caijing_aweb_guonei', 'start_time': '1598926513', 'end_time': '1598926523'}  消息处理总量:3条
2020-09-01 at 10:15:17 | SUCCESS | 消息内容:{'end_time': '1598926538', 'collection_name': 'sy_news_finance_caijing_raw', 'start_time': '1598926538', 'spider_name': 'caijing_caijing_hongguan'}  消息处理总量:1条
2020-09-01 at 10:15:19 | SUCCESS | 消息内容:{'end_time': '1598926512', 'start_time': '1598926512', 'spider_name': 'caijing_10jqka_zqzx', 'collection_name': 'sy_news_finance_10jqka_raw'}  消息处理总量:1条
2020-09-01 at 10:15:36 | SUCCESS | 消息内容:{'end_time': '1598926537', 'spider_name': 'caijing_yuncaijing_neican', 'start_time': '1598926536', 'collection_name': 'sy_news_finance_yuncaijing_raw'}  消息处理总量:2条
2020-09-01 at 10:15:43 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1598926494', 'spider_name': 'caijing_eastmoney_xinsanban_all', 'end_time': '1598926556'}  消息处理总量:10条
2020-09-01 at 10:15:46 | SUCCESS | 消息内容:{'end_time': '1598926554', 'collection_name': 'sy_news_finance_southmoney_raw', 'start_time': '1598926554', 'spider_name': 'caijing_southmoney_caijingyaowen'}  消息处理总量:1条
2020-09-01 at 10:15:46 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnlist_raw', 'spider_name': 'caijing_cnlist_cjxw', 'start_time': '1598926556', 'end_time': '1598926556'}  消息处理总量:1条
2020-09-01 at 10:15:54 | SUCCESS | 消息内容:{'end_time': '1598926566', 'start_time': '1598926563', 'spider_name': 'caijing_cngold_gpxw', 'collection_name': 'sy_news_finance_cngold_raw'}  消息处理总量:11条
2020-09-01 at 10:16:18 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1598926582', 'spider_name': 'caijing_eastmoney_gsxw', 'end_time': '1598926590'}  消息处理总量:8条
2020-09-01 at 10:16:24 | SUCCESS | 消息内容:{'end_time': '1598926600', 'spider_name': 'caijing_sina_guonei', 'start_time': '1598926592', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:2条
2020-09-01 at 10:16:39 | SUCCESS | 消息内容:{'end_time': '1598926635', 'start_time': '1598926633', 'spider_name': 'hangye_dramx_news', 'collection_name': 'sy_news_hangye_dramx_raw'}  消息处理总量:5条
2020-09-01 at 10:17:24 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1598926665', 'spider_name': 'caijing_jrj_xsb', 'end_time': '1598926670'}  消息处理总量:0条
2020-09-01 at 10:17:41 | SUCCESS | 消息内容:{'end_time': '1598926671', 'spider_name': 'caijing_eastday_caijing', 'collection_name': 'sy_news_finance_eastday_raw', 'start_time': '1598926645'}  消息处理总量:6条
2020-09-01 at 10:17:49 | SUCCESS | 消息内容:{'end_time': '1598926694', 'start_time': '1598926694', 'spider_name': 'caijing_cngrain_all', 'collection_name': 'sy_news_finance_cngrain_raw'}  消息处理总量:1条
2020-09-01 at 10:18:00 | SUCCESS | 消息内容:{'end_time': '1598926684', 'spider_name': 'caijing_qq_zhaiquan', 'collection_name': 'sy_news_finance_qq_raw', 'start_time': '1598926684'}  消息处理总量:1条
2020-09-01 at 10:18:06 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ccjxw', 'start_time': '1598926699', 'end_time': '1598926699'}  消息处理总量:2条
2020-09-01 at 10:18:31 | SUCCESS | 消息内容:{'end_time': '1598926720', 'start_time': '1598926714', 'spider_name': 'caijing_huxiu_zixun', 'collection_name': 'sy_news_finance_huxiu_raw'}  消息处理总量:4条
2020-09-01 at 10:18:59 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw', 'start_time': '1598926745', 'end_time': '1598926754'}  消息处理总量:7条
2020-09-01 at 10:19:02 | SUCCESS | 消息内容:{'end_time': '1598926784', 'start_time': '1598926783', 'spider_name': 'hangye_bmlink_marketnews', 'collection_name': 'sy_news_hangye_bmlink_raw'}  消息处理总量:2条
2020-09-01 at 10:19:03 | SUCCESS | 消息内容:{'end_time': '1598926763', 'spider_name': 'caijing_bjx_yaowen', 'collection_name': 'sy_news_finance_bjx_raw', 'start_time': '1598926763'}  消息处理总量:1条
2020-09-01 at 10:19:06 | SUCCESS | 消息内容:{'end_time': '1598926768', 'start_time': '1598926768', 'spider_name': 'caijing_ocn_shichang', 'collection_name': 'sy_news_finance_ocn_raw'}  消息处理总量:1条
2020-09-01 at 10:19:10 | SUCCESS | 消息内容:{'end_time': '1598926774', 'spider_name': 'caijing_sina_ssgs', 'start_time': '1598926774', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:1条
2020-09-01 at 10:19:10 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1598926766', 'spider_name': 'caijing_eastmoney_hk_all', 'end_time': '1598926770'}  消息处理总量:4条
2020-09-01 at 10:19:23 | SUCCESS | 消息内容:{'end_time': '1598926626', 'start_time': '1598926626', 'spider_name': 'caijing_591hx_stock_all', 'collection_name': 'sy_news_finance_591hx_raw'}  消息处理总量:1条
2020-09-01 at 10:19:34 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_china_raw', 'spider_name': 'caijing_china_kj', 'start_time': '1598926794', 'end_time': '1598926794'}  消息处理总量:1条
2020-09-01 at 10:19:40 | SUCCESS | 消息内容:{'end_time': '1598926770', 'spider_name': 'caijing_eastmoney_jigou_all', 'start_time': '1598926693', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:12条
2020-09-01 at 10:19:50 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_autohome_raw', 'start_time': '1598926832', 'spider_name': 'hangye_autohome_news', 'end_time': '1598926832'}  消息处理总量:1条
2020-09-01 at 10:19:54 | SUCCESS | 消息内容:{'end_time': '1598926785', 'start_time': '1598926783', 'spider_name': 'caijing_36kr_zixun', 'collection_name': 'sy_news_finance_36kr_raw'}  消息处理总量:4条
2020-09-01 at 10:20:03 | SUCCESS | 消息内容:{'end_time': '1598926825', 'start_time': '1598926824', 'spider_name': 'caijing_cnstock_ssgs_all', 'collection_name': 'sy_news_finance_cnstock_raw'}  消息处理总量:2条
2020-09-01 at 10:20:04 | SUCCESS | 消息内容:{'end_time': '1598926812', 'spider_name': 'caijing_21ic_tuijian', 'start_time': '1598926805', 'collection_name': 'sy_news_finance_21ic_raw'}  消息处理总量:5条
2020-09-01 at 10:20:04 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_qianlong_raw', 'spider_name': 'caijing_qianlong_jingji', 'start_time': '1598926804', 'end_time': '1598926806'}  消息处理总量:3条
2020-09-01 at 10:20:08 | SUCCESS | 消息内容:{'end_time': '1598926824', 'start_time': '1598926824', 'spider_name': 'caijing_eastmoney_qqdd', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-09-01 at 10:20:16 | SUCCESS | 消息内容:{'end_time': '1598926807', 'start_time': '1598926807', 'spider_name': 'caijing_csi_yeneizixun_all', 'collection_name': 'sy_news_finance_csi_raw'}  消息处理总量:1条
2020-09-01 at 10:20:20 | SUCCESS | 消息内容:{'end_time': '1598926845', 'spider_name': 'caijing_jrj_chanjing', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1598926845'}  消息处理总量:1条
2020-09-01 at 10:20:25 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_smm_raw', 'start_time': '1598926796', 'spider_name': 'caijing_smm_yaowen', 'end_time': '1598926796'}  消息处理总量:1条
2020-09-01 at 10:20:41 | SUCCESS | 消息内容:{'end_time': '1598926885', 'start_time': '1598926883', 'spider_name': 'hangye_smm_news', 'collection_name': 'sy_news_hangye_smm_raw'}  消息处理总量:3条
2020-09-01 at 10:21:25 | SUCCESS | 消息内容:{'end_time': '1598926905', 'spider_name': 'caijing_sina_chanjing', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1598926903'}  消息处理总量:4条
2020-09-01 at 10:21:30 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_leju_raw', 'start_time': '1598926860', 'spider_name': 'caijing_leju_lejucaijing_all', 'end_time': '1598926860'}  消息处理总量:1条
2020-09-01 at 10:21:49 | SUCCESS | 消息内容:{'end_time': '1598926928', 'start_time': '1598926922', 'spider_name': 'caijing_hexun_hongguan', 'collection_name': 'sy_news_finance_hexun_raw'}  消息处理总量:4条
2020-09-01 at 10:22:00 | SUCCESS | 消息内容:{'end_time': '1598926918', 'spider_name': 'caijing_iyiou_kuaixun', 'start_time': '1598926906', 'collection_name': 'sy_news_finance_iyiou_raw'}  消息处理总量:2条
2020-09-01 at 10:22:09 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_in_en_raw', 'spider_name': 'hangye_oil_news', 'start_time': '1598926975', 'end_time': '1598926977'}  消息处理总量:0条
2020-09-01 at 10:22:45 | SUCCESS | 消息内容:{'end_time': '1598926986', 'start_time': '1598926986', 'spider_name': 'caijing_stockstar_kcb', 'collection_name': 'sy_news_finance_stockstar_raw'}  消息处理总量:1条
2020-09-01 at 10:23:09 | SUCCESS | 消息内容:{'end_time': '1598926949', 'spider_name': 'caijing_eastmoney_whdd', 'start_time': '1598926942', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:2条
2020-09-01 at 10:23:20 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_stock_all', 'start_time': '1598926968', 'end_time': '1598926982'}  消息处理总量:5条
2020-09-01 at 10:23:20 | SUCCESS | 消息内容:{'end_time': '1598926976', 'start_time': '1598926976', 'spider_name': 'caijing_guandian_news_all', 'collection_name': 'sy_news_finance_guandian_raw'}  消息处理总量:1条
2020-09-01 at 10:23:42 | SUCCESS | 消息内容:{'end_time': '1598927030', 'spider_name': 'caijing_jrj_gncj', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1598927025'}  消息处理总量:10条
2020-09-01 at 10:23:52 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_yuncaijing_raw', 'start_time': '1598927025', 'spider_name': 'caijing_yuncaijing_neican', 'end_time': '1598927029'}  消息处理总量:3条
2020-09-01 at 10:23:57 | SUCCESS | 消息内容:{'end_time': '1598927058', 'start_time': '1598927058', 'spider_name': 'caijing_cs_gongsi', 'collection_name': 'sy_news_finance_cs_raw'}  消息处理总量:1条
2020-09-01 at 10:24:23 | SUCCESS | 消息内容:{'end_time': '1598927083', 'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1598927083'}  消息处理总量:1条
2020-09-01 at 10:24:39 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1598927104', 'spider_name': 'caijing_jrj_ss', 'end_time': '1598927105'}  消息处理总量:0条
2020-09-01 at 10:25:53 | SUCCESS | 消息内容:{'end_time': '1598927170', 'spider_name': 'caijing_p5w_weyt', 'start_time': '1598927164', 'collection_name': 'sy_news_finance_p5w_raw'}  消息处理总量:2条
2020-09-01 at 10:25:56 | SUCCESS | 消息内容:{'end_time': '1598927143', 'start_time': '1598927134', 'spider_name': 'caijing_eastday_caijing', 'collection_name': 'sy_news_finance_eastday_raw'}  消息处理总量:11条
2020-09-01 at 10:25:58 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_chinaventure_raw', 'spider_name': 'caijing_chinaventure_jiankang', 'start_time': '1598927099', 'end_time': '1598927099'}  消息处理总量:1条
2020-09-01 at 10:26:07 | SUCCESS | 消息内容:{'end_time': '1598927189', 'start_time': '1598927189', 'spider_name': 'caijing_eastmoney_gsxw', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:2条
2020-09-01 at 10:26:20 | SUCCESS | 消息内容:{'end_time': '1598927191', 'spider_name': 'caijing_eastmoney_ccjxw', 'start_time': '1598927189', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:4条
2020-09-01 at 10:26:40 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1598927132', 'spider_name': 'caijing_eastmoney_xinsanban_all', 'end_time': '1598927207'}  消息处理总量:14条
2020-09-01 at 10:27:13 | SUCCESS | 消息内容:{'end_time': '1598927235', 'start_time': '1598927235', 'spider_name': 'caijing_cs_cjyw', 'collection_name': 'sy_news_finance_cs_raw'}  消息处理总量:1条
2020-09-01 at 10:27:37 | SUCCESS | 消息内容:{'end_time': '1598927192', 'spider_name': 'caijing_winshang_yaowen_all', 'start_time': '1598927190', 'collection_name': 'sy_news_finance_winshang_raw'}  消息处理总量:2条
2020-09-01 at 10:27:54 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_36kr_raw', 'start_time': '1598927273', 'spider_name': 'caijing_36kr_zixun', 'end_time': '1598927274'}  消息处理总量:2条
2020-09-01 at 10:27:59 | SUCCESS | 消息内容:{'end_time': '1598927322', 'start_time': '1598927322', 'spider_name': 'hangye_autohome_news', 'collection_name': 'sy_news_hangye_autohome_raw'}  消息处理总量:1条
2020-09-01 at 10:28:12 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_hk_all', 'start_time': '1598927317', 'end_time': '1598927317'}  消息处理总量:1条
2020-09-01 at 10:28:19 | SUCCESS | 消息内容:{'end_time': '1598927337', 'start_time': '1598927335', 'spider_name': 'hangye_people_news', 'collection_name': 'sy_news_hangye_people_raw'}  消息处理总量:5条
2020-09-01 at 10:28:31 | SUCCESS | 消息内容:{'end_time': '1598927328', 'collection_name': 'sy_news_hangye_cbcie_raw', 'start_time': '1598927313', 'spider_name': 'hangye_cbcie_news'}  消息处理总量:19条
2020-09-01 at 10:28:42 | SUCCESS | 消息内容:{'end_time': '1598927337', 'start_time': '1598927336', 'spider_name': 'caijing_jrj_chanjing', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:3条
2020-09-01 at 10:28:45 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_mysteel_raw', 'start_time': '1598927253', 'spider_name': 'caijing_mysteel_zonghe_all', 'end_time': '1598927318'}  消息处理总量:10条
2020-09-01 at 10:29:20 | SUCCESS | 消息内容:{'end_time': '1598927404', 'spider_name': 'hangye_ledinside_news', 'collection_name': 'sy_news_hangye_ledinside_raw', 'start_time': '1598927404'}  消息处理总量:1条
2020-09-01 at 10:29:21 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_dcement_raw', 'start_time': '1598927369', 'spider_name': 'caijing_dcement_zixun', 'end_time': '1598927369'}  消息处理总量:1条
2020-09-01 at 10:29:22 | SUCCESS | 消息内容:{'end_time': '1598927304', 'start_time': '1598927304', 'spider_name': 'caijing_eastmoney_jigou_all', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:1条
2020-09-01 at 10:29:44 | SUCCESS | 消息内容:{'end_time': '1598927393', 'start_time': '1598927392', 'spider_name': 'caijing_sina_chanjing', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:2条
2020-09-01 at 10:29:59 | SUCCESS | 消息内容:{'end_time': '1598927393', 'spider_name': 'caijing_10jqka_cjyw', 'start_time': '1598927374', 'collection_name': 'sy_news_finance_10jqka_raw'}  消息处理总量:18条
2020-09-01 at 10:29:59 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1598927418', 'spider_name': 'caijing_hexun_hongguan', 'end_time': '1598927420'}  消息处理总量:3条
2020-09-01 at 10:30:05 | SUCCESS | 消息内容:{'end_time': '1598927400', 'start_time': '1598927400', 'spider_name': 'caijing_iyiou_kuaixun', 'collection_name': 'sy_news_finance_iyiou_raw'}  消息处理总量:1条
2020-09-01 at 10:30:23 | SUCCESS | 消息内容:{'end_time': '1598927361', 'start_time': '1598927361', 'spider_name': 'caijing_leju_lejucaijing_all', 'collection_name': 'sy_news_finance_leju_raw'}  消息处理总量:1条
2020-09-01 at 10:30:30 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_qianlong_raw', 'start_time': '1598927429', 'spider_name': 'caijing_qianlong_jingji', 'end_time': '1598927437'}  消息处理总量:11条
2020-09-01 at 10:30:59 | SUCCESS | 消息内容:{'end_time': '1598927476', 'spider_name': 'caijing_cnfol_gegu', 'start_time': '1598927473', 'collection_name': 'sy_news_finance_cnfol_raw'}  消息处理总量:5条
2020-09-01 at 10:31:57 | SUCCESS | 消息内容:{'end_time': '1598927533', 'start_time': '1598927516', 'spider_name': 'caijing_eastmoney_stock_all', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:4条
2020-09-01 at 10:31:57 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1598927516', 'spider_name': 'caijing_jrj_gncj', 'end_time': '1598927519'}  消息处理总量:6条
2020-09-01 at 10:32:11 | SUCCESS | 消息内容:{'end_time': '1598927545', 'spider_name': 'caijing_china_zq', 'start_time': '1598927544', 'collection_name': 'sy_news_finance_china_raw'}  消息处理总量:2条
2020-09-01 at 10:32:13 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_yuncaijing_raw', 'spider_name': 'caijing_yuncaijing_neican', 'start_time': '1598927514', 'end_time': '1598927520'}  消息处理总量:5条
2020-09-01 at 10:32:21 | SUCCESS | 消息内容:{'end_time': '1598927562', 'start_time': '1598927562', 'spider_name': 'caijing_china_jijin', 'collection_name': 'sy_news_finance_china_raw'}  消息处理总量:1条
2020-09-01 at 10:32:29 | SUCCESS | 消息内容:{'end_time': '1598927587', 'spider_name': 'hangye_bjx_yaowen', 'start_time': '1598927585', 'collection_name': 'sy_news_hangye_bjx_raw'}  消息处理总量:6条
2020-09-01 at 10:32:32 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_guandian_raw', 'start_time': '1598927565', 'spider_name': 'caijing_guandian_news_all', 'end_time': '1598927566'}  消息处理总量:3条
2020-09-01 at 10:32:35 | SUCCESS | 消息内容:{'end_time': '1598927572', 'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1598927572'}  消息处理总量:1条
2020-09-01 at 10:32:50 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1598927596', 'spider_name': 'caijing_jrj_ss', 'end_time': '1598927596'}  消息处理总量:0条
2020-09-01 at 10:32:54 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_10jqka_raw', 'start_time': '1598927564', 'spider_name': 'caijing_10jqka_hyyj', 'end_time': '1598927564'}  消息处理总量:0条
2020-09-01 at 10:33:01 | SUCCESS | 消息内容:{'end_time': '1598927597', 'start_time': '1598927585', 'spider_name': 'hangye_mining120_guonei', 'collection_name': 'sy_news_hangye_mining120_raw'}  消息处理总量:19条
2020-09-01 at 10:33:13 | SUCCESS | 消息内容:{'end_time': '1598927558', 'start_time': '1598927558', 'spider_name': 'caijing_thecapital_zixun', 'collection_name': 'sy_news_finance_thecapital_raw'}  消息处理总量:1条
2020-09-01 at 10:33:14 | SUCCESS | 消息内容:{'end_time': '1598927596', 'spider_name': 'caijing_ccmn_yaowen', 'start_time': '1598927584', 'collection_name': 'sy_news_finance_ccmn_raw'}  消息处理总量:18条
2020-09-01 at 10:33:17 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_iresearch_raw', 'start_time': '1598927559', 'spider_name': 'caijing_iresearch_news', 'end_time': '1598927612'}  消息处理总量:3条
2020-09-01 at 10:33:36 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1598927626', 'spider_name': 'caijing_eastmoney_caijing', 'end_time': '1598927629'}  消息处理总量:6条
2020-09-01 at 10:33:42 | SUCCESS | 消息内容:{'end_time': '1598927628', 'start_time': '1598927623', 'spider_name': 'caijing_huxiu_zixun', 'collection_name': 'sy_news_finance_huxiu_raw'}  消息处理总量:4条
2020-09-01 at 10:33:47 | SUCCESS | 消息内容:{'end_time': '1598927596', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1598927596', 'spider_name': 'caijing_sina_zsscdt'}  消息处理总量:1条
2020-09-01 at 10:34:06 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastday_raw', 'spider_name': 'caijing_eastday_caijing', 'start_time': '1598927632', 'end_time': '1598927651'}  消息处理总量:2条
2020-09-01 at 10:34:09 | SUCCESS | 消息内容:{'end_time': '1598927673', 'start_time': '1598927644', 'spider_name': 'caijing_jrj_xsb', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:0条
2020-09-01 at 10:34:34 | SUCCESS | 消息内容:{'end_time': '1598927682', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1598927678', 'spider_name': 'caijing_eastmoney_ccjxw'}  消息处理总量:7条
2020-09-01 at 10:34:43 | SUCCESS | 消息内容:{'end_time': '1598927712', 'start_time': '1598927712', 'spider_name': 'hangye_f139_news', 'collection_name': 'sy_news_hangye_f139_raw'}  消息处理总量:1条
2020-09-01 at 10:34:47 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_gsxw', 'start_time': '1598927683', 'end_time': '1598927693'}  消息处理总量:9条
2020-09-01 at 10:35:08 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_bjnews_raw', 'spider_name': 'caijing_bjnews_finance', 'start_time': '1598927728', 'end_time': '1598927728'}  消息处理总量:1条
2020-09-01 at 10:35:16 | SUCCESS | 消息内容:{'end_time': '1598927729', 'spider_name': 'caijing_hexun_gsyw', 'start_time': '1598927725', 'collection_name': 'sy_news_finance_hexun_raw'}  消息处理总量:7条
2020-09-01 at 10:35:23 | SUCCESS | 消息内容:{'end_time': '1598927726', 'start_time': '1598927725', 'spider_name': 'caijing_cs_cjyw', 'collection_name': 'sy_news_finance_cs_raw'}  消息处理总量:2条
2020-09-01 at 10:35:40 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_lieyunwang_raw', 'start_time': '1598927733', 'spider_name': 'caijing_lieyunwang_zixun', 'end_time': '1598927740'}  消息处理总量:2条
2020-09-01 at 10:35:45 | SUCCESS | 消息内容:{'end_time': '1598927772', 'spider_name': 'hangye_mining120_guoji', 'start_time': '1598927766', 'collection_name': 'sy_news_hangye_mining120_raw'}  消息处理总量:11条
2020-09-01 at 10:36:05 | SUCCESS | 消息内容:{'end_time': '1598927770', 'start_time': '1598927765', 'spider_name': 'caijing_36kr_zixun', 'collection_name': 'sy_news_finance_36kr_raw'}  消息处理总量:2条
2020-09-01 at 10:36:19 | SUCCESS | 消息内容:{'end_time': '1598927824', 'spider_name': 'hangye_autohome_news', 'collection_name': 'sy_news_hangye_autohome_raw', 'start_time': '1598927824'}  消息处理总量:1条
2020-09-01 at 10:36:36 | SUCCESS | 消息内容:{'end_time': '1598927807', 'start_time': '1598927756', 'spider_name': 'caijing_eastmoney_xinsanban_all', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:5条
2020-09-01 at 10:36:37 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_stcn_raw', 'spider_name': 'caijing_stcn_gs', 'start_time': '1598927803', 'end_time': '1598927810'}  消息处理总量:7条
2020-09-01 at 10:36:46 | SUCCESS | 消息内容:{'end_time': '1598927776', 'spider_name': 'caijing_smm_yaowen', 'start_time': '1598927776', 'collection_name': 'sy_news_finance_smm_raw'}  消息处理总量:1条
2020-09-01 at 10:36:53 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_china_raw', 'start_time': '1598927832', 'spider_name': 'caijing_china_bank', 'end_time': '1598927833'}  消息处理总量:2条
2020-09-01 at 10:37:28 | SUCCESS | 消息内容:{'end_time': '1598927866', 'start_time': '1598927866', 'spider_name': 'caijing_eastmoney_hk_all', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:2条
2020-09-01 at 10:37:37 | SUCCESS | 消息内容:{'end_time': '1598927847', 'spider_name': 'caijing_jrj_zspl', 'start_time': '1598927847', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:1条
2020-09-01 at 10:37:44 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1598927883', 'spider_name': 'caijing_sina_chanjing', 'end_time': '1598927884'}  消息处理总量:2条
2020-09-01 at 10:37:55 | SUCCESS | 消息内容:{'end_time': '1598927895', 'start_time': '1598927895', 'spider_name': 'caijing_thepaper_cjgs', 'collection_name': 'sy_news_finance_thepaper_raw'}  消息处理总量:1条
2020-09-01 at 10:38:21 | SUCCESS | 消息内容:{'end_time': '1598927924', 'spider_name': 'caijing_cnstock_ssgs_all', 'start_time': '1598927923', 'collection_name': 'sy_news_finance_cnstock_raw'}  消息处理总量:2条
2020-09-01 at 10:38:24 | SUCCESS | 消息内容:{'end_time': '1598927945', 'start_time': '1598927945', 'spider_name': 'hangye_ofweek_led', 'collection_name': 'sy_news_hangye_ofweek_raw'}  消息处理总量:1条
2020-09-01 at 10:38:29 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_chinadaily_raw', 'start_time': '1598927923', 'spider_name': 'caijing_chinadaily_jrgd', 'end_time': '1598927926'}  消息处理总量:6条
2020-09-01 at 10:38:34 | SUCCESS | 消息内容:{'end_time': '1598927885', 'spider_name': 'caijing_iyiou_kuaixun', 'collection_name': 'sy_news_finance_iyiou_raw', 'start_time': '1598927884'}  消息处理总量:2条
2020-09-01 at 10:39:21 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_leju_raw', 'spider_name': 'caijing_leju_lejucaijing_all', 'start_time': '1598927930', 'end_time': '1598927930'}  消息处理总量:1条
2020-09-01 at 10:39:28 | SUCCESS | 消息内容:{'end_time': '1598927950', 'start_time': '1598927948', 'spider_name': 'caijing_stockstar_zqyw', 'collection_name': 'sy_news_finance_stockstar_raw'}  消息处理总量:4条
2020-09-01 at 10:39:36 | SUCCESS | 消息内容:{'end_time': '1598927917', 'spider_name': 'caijing_chinaventure_tuijian', 'start_time': '1598927914', 'collection_name': 'sy_news_finance_chinaventure_raw'}  消息处理总量:3条
